project_name,type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
Conversations,LATE_CI,0.1696092009530795,0.16964479084200085,0.16964379345331726,0.16947341431652715,0.1691906786473499,0.16953852639052203,0.16960581119812734,0.16960178369790274,0.16952797083260732,0.16955658489717848,0.1695923681563348,0.16942452937025773,0.16951856355962516,0.16945831450153212,0.16941241800126186,0.16940735044433594,0.1693122252830286,0.16902499606165827,0.16903860532161766,0.1690877309303517,0.16897934673043516,0.16896078557492336,0.16896053629829022,0.1689984278817527,0.16898016573428665,0.16897938426297882,0.16901167880094795,0.16887092954537214,0.16884527884676714,0.1690059261239585,0.16900365109849527,0.1690000928027267,0.16899335312774144,0.1689759023475126,0.16895701346060124,0.16894355185694346,0.16892614830759164,0.16891352075640245,0.16937361472281656,0.16941680629902578,0.16940734487479944,0.16946169923865037,0.16946169923865037,0.1694116342609445,0.16938987529107807,0.16940727973825662,0.16950756708847065,0.16952695429552264
Conversations,NO_CI,0.19502164502164504,0.199281280627246,0.20413836346535685,0.2021606603366422,0.1975056320691177,0.19525778415323605,0.18389603771181043,0.1808198757763975,0.18051368459401612,0.1815188528943176,0.18237130597174506,0.18409784735812132,0.18615591069903623,0.18641935483870967,0.18497843794920937,0.1838058599769394,0.18056543584830664,0.17788907940518808,0.1775721075783072,0.1775710589417217,0.17717952333944437,0.17646391035265682,0.17702036674639413,0.17652590521310133,0.17615383939012919,0.17539530366792006,0.1736609895345392,0.1729419627938064,0.1729635508836955,0.17196503180911618,0.17271760119503043,0.17510646535036778,0.1726204163244903,0.17212511435779437,0.1712742819080244,0.171105254073002,0.17078870056497178,0.17084973269573464,0.17099060324752774,0.17050353959984996,0.17331994404802725,0.17401875278420345,0.17374884912109892,0.17418244406196212,0.17409880752903015,0.17418244406196212,0.1735093700859345,0.17319270250270383
Crafty,EARLY_CI,0.151292366753438,0.15126280626720898,0.15127300392198015,0.15126166020333298,0.15126166020333298,0.15126166020333298,0.15126776296989064,0.1512309058385988,0.1512143435095876,0.15112293894972179,0.15102710648705503,0.15102710648705503,0.15102710648705503,0.15102710648705503,0.15102710648705503,0.15102710648705503,0.15102710648705503,0.15102710648705503,0.15102710648705503,0.15102710648705503,0.15102710648705503,0.15102710648705503,0.15080119987693572,0.15077207995402003,0.15079621302381593,0.15079621302381593,0.15079621302381593,0.15079621302381593,0.15079621302381593,0.15079621302381593,0.15079621302381593,0.15079621302381593,0.15079621302381593,0.15079621302381593,0.15079621302381593,0.15080476575224755,0.15080476575224755,0.1508004870858168,0.15079977442259876,0.15148005148005148,0.15128218206857857,0.15128218206857857,0.15152249793742464,0.15157427493072187,0.15147851346014193,0.15180458350487172,0.15157427493072187,0.1520853886108899
Crafty,LATE_CI,0.1532904349780825,0.1532904349780825,0.1532904349780825,0.1532904349780825,0.15326790971540727,0.15326790971540727,0.15326790971540727,0.15316540038312404,0.15309006714517248,0.15309006714517248,0.1530589821243906,0.1530589821243906,0.15248435198821797,0.15248435198821797,0.15248435198821797,0.15244296987416253,0.15234704258102022,0.14682721504027343,0.14682721504027343,0.14682721504027343,0.1467604932121061,0.1467604932121061,0.1467604932121061,0.1467604932121061,0.1467604932121061,0.1467604932121061,0.1467604932121061,0.1467604932121061,0.1467604932121061,0.14674670285118566,0.14693464931463893,0.14693464931463893,0.14693464931463893,0.14693464931463893,0.14671168118616254,0.14671168118616254,0.14671168118616254,0.14668955887844395,0.14668955887844395,0.1466782679077297,0.1466782679077297,0.14665011609502918,0.14665054277518422,0.14665054277518422,0.14665054277518422,0.14665054277518422,0.14665054277518422,0.14665054277518422
Crafty,NO_CI,0.16921619579058525,0.1689270623382204,0.16885267729116313,0.16878020898096707,0.16878020898096707,0.16899894453154624,0.16899894453154624,0.16897944538418166,0.16897944538418166,0.1689593222069106,0.1687492396901991,0.16877498833032287,0.16878419668869465,0.16864886119597108,0.16864886119597108,0.16864886119597108,0.1686455258167315,0.16885903194093724,0.16885903194093724,0.16873423911480154,0.16873583528598318,0.16848700347968285,0.16857521788556268,0.16857521788556268,0.16857521788556268,0.16593791029604846,0.16593791029604846,0.16593791029604846,0.1659943343740164,0.16598194092540003,0.1639207607405487,0.1639207607405487,0.16376468359226978,0.16376468359226978,0.16367593353726742,0.1607230375656389,0.14792209193028955,0.14791554454378972,0.14791936179387669,0.14878903431928267,0.14878903431928267,0.14875862372017404,0.14878842303615594,0.14852972466913486,0.14856771577083452,0.14848884726715478,0.15068980018177627,0.15093683444315636
Haraka,EARLY_CI,0.16078412855805024,0.16078412855805024,0.16078412855805024,0.16074569669556477,0.16076242876793082,0.1591271411611736,0.1597814108555247,0.15973937424772666,0.15973526424884882,0.15976895857906057,0.1597327992099425,0.15976024657172078,0.15928018670924948,0.15895091077076628,0.15928018670924948,0.1592786178284841,0.15928018670924948,0.15927234530175705,0.15863481136714194,0.1593303183641954,0.1585132054787195,0.1556058201058201,0.1540028929413552,0.1540008320621273,0.15400031696139674,0.15480646286179242,0.15400031696139674,0.15400031696139674,0.15400031696139674,0.15204492080147905,0.1516126422690869,0.1509615863064139,0.15049525344254153,0.1504887807417361,0.15052255911088958,0.15029055995010404,0.15028235307944082,0.15022033203525312,0.15022033203525312,0.15027291024664266,0.1502534818309668,0.1502534818309668,0.15024761451463023,0.150212041235253,0.15016856963049538,0.15004155762470095,0.14999104975219,0.14994524949001428
Haraka,LATE_CI,0.14808376820180938,0.14813221860263798,0.1482247104986123,0.14831427480638476,0.14816539156161798,0.1481652229547919,0.1481685971276919,0.14811049187837091,0.1480792938507816,0.14806328350204465,0.14804074258659355,0.14805466567912692,0.148188944242107,0.14817721474163195,0.14817721474163195,0.14817540211066618,0.14817309691144792,0.1481686058072584,0.1481682772394473,0.14816762022576158,0.14816499379573164,0.14816499379573164,0.14825238992240197,0.14815162327650763,0.1481481970619439,0.1481481970619439,0.14816741037082629,0.14815340659340662,0.14841510939273986,0.14834059700838792,0.1483083394294075,0.14841948715034053,0.14829462664749013,0.14840584579203764,0.14840584579203764,0.14840081709375477,0.14853774307150514,0.14847077709440265,0.14847570133496163,0.14847097060127049,0.14847097060127049,0.14844711931521554,0.1486723476559483,0.1486753977413239,0.14867006079574993,0.1486658744733715,0.14885873786154735,0.14698598682375155
Haraka,NO_CI,0.16738610870808346,0.16789325473831654,0.16763250883392225,0.1675776022104218,0.1675776022104218,0.1675776022104218,0.16763250883392225,0.1675939925410745,0.16763250883392225,0.16781587748130497,0.16728174018059008,0.16711832166289906,0.16546215290985167,0.16546215290985167,0.16545785456224707,0.16545785456224707,0.16533816098786783,0.16503254733544012,0.16549581259861634,0.16546612217282042,0.16543938406584124,0.16588204146960778,0.16587622416323783,0.16586459836459833,0.16585685435399336,0.16585685435399336,0.16584718166852913,0.16584331487199203,0.16583824818921092,0.16583631602969082,0.16583631602969082,0.16588128029176066,0.165852314254562,0.16585038577658504,0.1662080773974161,0.1662080773974161,0.16619167264895912,0.1669943475055296,0.1669943475055296,0.16721136522727015,0.1672074532166091,0.1697456330555953,0.16758402302986683,0.16993198308768664,0.16992863191000365,0.1700913341782109,0.17009758389701785,0.17037990010594822
Hystrix,EARLY_CI,0.23771866447728515,0.23763687878091735,0.24120394515186616,0.24120394515186616,0.24120394515186616,0.24117549493432358,0.24117549493432358,0.24117505939886044,0.24083246437261033,0.24086115952769813,0.24086115952769813,0.24092988640099353,0.24086115952769813,0.2371222682136959,0.23708336683013104,0.23680114400540106,0.24134682929944443,0.2407147116449442,0.23086918870531456,0.22996082178690871,0.23196581439663264,0.23210445970486496,0.24825308609499577,0.24873871216374382,0.24879094552005743,0.2487627538291189,0.2487627538291189,0.24882638473302748,0.2509378741519223,0.2500251108668461,0.25037460401019,0.24997587742923652,0.25022346264246914,0.25090735479062837,0.25090735479062837,0.2508822337814743,0.2502070727567886,0.2495350071854205,0.2495350071854205,0.24949633113140224,0.24956669747522353,0.24956669747522353,0.24956669747522353,0.24954277846141176,0.24954277846141176,0.24952667541517717,0.2500700235533771,0.2503422554142225
Hystrix,LATE_CI,0.2447661277551432,0.2447661277551432,0.24611746401301082,0.2449986473209836,0.2449986473209836,0.24501088120684547,0.24504053280637364,0.24485273030322824,0.24479948007571822,0.24494546973944617,0.24539046606056,0.2453159102670837,0.24531889689558437,0.24531687881959682,0.24531687881959682,0.24531687881959682,0.24531889689558437,0.24557266724152943,0.24561365170884497,0.24561365170884497,0.2456429327523537,0.2456429327523537,0.2456429327523537,0.2456429327523537,0.2456429327523537,0.24564091793730136,0.24564091793730136,0.24551519727092247,0.24543540302526248,0.24543540302526248,0.24521064685617505,0.24512080266015723,0.24512080266015723,0.24511961735625462,0.2452990655488014,0.2452990655488014,0.24529668261011545,0.24529704396596433,0.24522023025373726,0.24521447918426517,0.24515214175377795,0.24521447918426517,0.24521447918426517,0.24518056369110056,0.2451657277967246,0.2451657277967246,0.24505454792473333,0.24505454792473333
Hystrix,NO_CI,0.2402840129035518,0.24073076472654878,0.24091345712113996,0.24091345712113996,0.24091345712113996,0.24091345712113996,0.2408905293572389,0.2408905293572389,0.2408905293572389,0.2391208665813561,0.2391208665813561,0.2391208665813561,0.2391208665813561,0.2391208665813561,0.2391208665813561,0.2391208665813561,0.2391208665813561,0.2391208665813561,0.24081179456354773,0.2408905293572389,0.24054222784557244,0.2450488336095777,0.24229815150169134,0.24093161291976745,0.2364706645286044,0.23676621259750844,0.2359451630481544,0.2359451630481544,0.23503859852422423,0.2350312682824313,0.23510325486530123,0.23600100309286967,0.2365953699885197,0.2359786090298861,0.23596433583569087,0.2359786090298861,0.2359786090298861,0.2359786090298861,0.2359786090298861,0.2359786090298861,0.2359786090298861,0.23578006605789778,0.23568816169393644,0.23568816169393644,0.2359645850154523,0.2359645850154523,0.2361924046126375,0.23600162603436944
Leaflet,EARLY_CI,0.14595924214635986,0.14573465611345224,0.15170360491574103,0.15170360491574103,0.15170360491574103,0.14587585719661192,0.15170360491574103,0.14887243943931278,0.14900782979793395,0.1487510322047894,0.14876503288658943,0.1517151274946512,0.14872076897326766,0.14871560321935437,0.1517151274946512,0.14854574119629776,0.14850227153237436,0.1486708541869605,0.15173124773664476,0.15393587002157846,0.14855274153325831,0.15012685589719638,0.1501212670345863,0.15388722622772416,0.15009021980826012,0.15007226944229807,0.1500489298852866,0.15388722622772416,0.15004991860119984,0.1538916892475938,0.14969298245614035,0.1539897724542678,0.15388722622772416,0.1539897724542678,0.15388722622772416,0.14975212937333682,0.14974869454600445,0.1539957555053448,0.15388722622772416,0.1533953995236999,0.1493672217353199,0.14938350470356593,0.1535239161523408,0.14925561465462095,0.14947477697816408,0.14947242015664042,0.1494503463390162,0.1494503463390162
Leaflet,LATE_CI,0.149505674331619,0.15347081170540885,0.15347081170540885,0.149371184008288,0.1493692485313593,0.15347081170540885,0.14936460807600951,0.14934458352337035,0.14930905420749402,0.15347081170540885,0.14947201689545933,0.15347081170540885,0.14943996397087647,0.1494238624924083,0.14941330831001237,0.15347081170540885,0.1494463532591881,0.15345478124809112,0.15345478124809112,0.1534573880852943,0.14928539419352774,0.1492656503043503,0.14926386141772477,0.14937965864986438,0.149233772726912,0.1491374795801124,0.1491347318254619,0.15318859298630336,0.14911283604400397,0.14911863719958854,0.15351789146151734,0.15318859298630336,0.1491135179749122,0.1530507451599424,0.1530507451599424,0.14907656820855777,0.14907724225487312,0.1530507451599424,0.14903217378608696,0.14891966926187458,0.1530504138869158,0.1490209012464046,0.1490209012464046,0.1490179242245358,0.16808198072306424,0.15351570545239854,0.1490043985465672,0.14900209521770383
Leaflet,NO_CI,0.14722170863015935,0.14718181333048722,0.14707806504371895,0.14687964961545713,0.14687078316718796,0.14687078316718796,0.14686885588788953,0.14686885588788953,0.14686650779714872,0.14686738800899063,0.1468635380419449,0.14685392789294588,0.14684583567167592,0.14684583567167592,0.1468455455216203,0.1468449653481292,0.14683958151700088,0.14910376956509389,0.14659243520615764,0.1464133576753385,0.1530874570574803,0.15148606060606062,0.14671084770446022,0.14660922734852694,0.15288784335259395,0.15310007491296876,0.1530433734634072,0.14660464198239742,0.14660601003167423,0.1530324981889941,0.1530324981889941,0.1530324981889941,0.14657869883640123,0.146561832033987,0.14664285714285713,0.1530320534036056,0.1530320534036056,0.1467226991347173,0.1466650237514553,0.14665467564861792,0.1466255445728105,0.15287564059799255,0.1466015680564969,0.14501478119665237,0.14501106065898245,0.15283318676653426,0.15283318676653426,0.15154340194202118
RxJava,EARLY_CI,0.23357462349963662,0.23351516918572024,0.23351516918572024,0.23343730779369123,0.23344912086476807,0.23341773477616676,0.23332376964117837,0.23327651451624212,0.23473442908698108,0.2346831654077348,0.23462372544294954,0.23467065228995412,0.23350194144191416,0.2331492700483899,0.2329796714573095,0.23284253828608664,0.23281240449071902,0.23273369898530125,0.23302425253961387,0.23221572580645164,0.23250541920145443,0.23198688499590153,0.23153061612610507,0.231310487667106,0.231310487667106,0.23156025911017514,0.23156025911017514,0.2313889406069633,0.23138927733969977,0.2313892724375996,0.2314378152814093,0.232371140488695,0.23117845648604265,0.23162104897899097,0.23157125742996615,0.23155193596190138,0.23326853150998952,0.23290966115245063,0.23278465331354486,0.23368180664805885,0.23338216727411323,0.23307914110283615,0.23307914110283615,0.23307914110283615,0.2331883534392584,0.23242971630031548,0.23235240553817854,0.23218136751866877
RxJava,LATE_CI,0.2551857108910219,0.2526365707387966,0.25002595277860284,0.24940142793638698,0.24874016789743342,0.24879166631761485,0.24915755263529743,0.248859844004731,0.24701159048571245,0.24440968912791988,0.2422734953670158,0.24176095983017895,0.24171793491154228,0.24139568904672665,0.24138173722244963,0.24086686295034496,0.24064499747717247,0.24063906399428667,0.24063906399428667,0.2404710367121237,0.2404372237331481,0.24003477247753255,0.23997889645398812,0.23955728345767222,0.23925906728344765,0.23904742492607375,0.23943613702548294,0.23914089595907778,0.2389949449240882,0.23900985533763522,0.23836925496645442,0.23935429816434067,0.23916034868574862,0.2392146616823588,0.23921108670860508,0.23921292461139634,0.23933614150727234,0.23933614150727234,0.23933614150727234,0.23933614150727234,0.23927414916280373,0.23924650886472362,0.23914585965165688,0.23914585965165688,0.2392794511094094,0.23924711558111866,0.239329853365579,0.23919897404845414
RxJava,NO_CI,0.22988759932285072,0.22618767671677725,0.22496778055565336,0.2237139797960989,0.2235385639788243,0.22280785507844758,0.22572741723685116,0.22010249839846252,0.2195106467244432,0.21965723487462616,0.21848098111091496,0.21792571849104933,0.21783835569481738,0.21856628814430581,0.22029859533688442,0.21764044114934894,0.21900966387634943,0.21940266629921804,0.2196025842547861,0.22060952201668016,0.2202917281522902,0.2202914780474071,0.2232858900763174,0.22411559676695375,0.2252643886775331,0.22524031501534544,0.23021803074870364,0.22968591111947154,0.23067218277706342,0.23052912906370962,0.23042450094380412,0.22048355110479756,0.22014863259703582,0.21654588730180488,0.21688536093568422,0.21657006347689575,0.21525219533090595,0.2152512811622526,0.21565651782754863,0.21461188229310182,0.2137659038139322,0.21964857075496663,0.22049676533923407,0.22085495809517766,0.2209208177853963,0.2210547556669838,0.22098816882625386,0.22108906270584325
Telescope,EARLY_CI,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938
Telescope,LATE_CI,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938
Telescope,NO_CI,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938,0.15293577044827938
Theano,EARLY_CI,0.19112045963160612,0.1908891044787521,0.19082423329440212,0.19102974140287574,0.19080041486291485,0.19060041668163372,0.19065989636009134,0.19044777140952615,0.19032221206581354,0.19069149849304293,0.1902292885939029,0.19008807715889262,0.19022798195167345,0.1902955518283243,0.19007342148195425,0.19006744391218436,0.1901002786648496,0.19007985694836732,0.19012113828414381,0.19011875051421986,0.19011875051421986,0.19012500180429856,0.1901299776806003,0.19006426000164217,0.19008017117042977,0.1900674005549615,0.19007105799705273,0.19001013804445185,0.18984385133449738,0.18978554991525318,0.18966960777086603,0.18965902089780545,0.18965991918871808,0.18961584811936386,0.1898078287960369,0.18959720932071075,0.18979323139531407,0.18964011675270523,0.18929480814416472,0.18924982950352268,0.18924855200060467,0.1891661220627969,0.18909186195545497,0.18896576617442462,0.18891356316314986,0.2087595532039976,0.1888804049854112,0.18884457278096098
