project_name,type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
Aloha-Editor,EARLY_CI,0.1568952610651498,0.15690777381338522,0.15688633663549773,0.15688633663549773,0.1568338239905572,0.15693428735559214,0.15680305971440103,0.1567701174871705,0.1567701174871705,0.1569322278326391,0.15713627417820766,0.157136349810001,0.15713430803275896,0.15715147948864952,0.1571183574952286,0.15710329290922692,0.15693161771934183,0.15710321747050476,0.15710299115913187,0.15711813103927522,0.15710238769728857,0.15692620528073437,0.15711269809355505,0.15708588746145669,0.15709763722128875,0.1570845329950734,0.15709477313192483,0.15708250177893474,0.15692384340866136,0.15692369105704893,0.15692361488248027,0.15709657496806306,0.15709657496806306,0.15709657496806306,0.15709657496806306,0.15709657496806306,0.15709657496806306,0.15709657496806306,0.15709657496806306,0.15709657496806306,0.15709205838531012,0.15709522047999033,0.15709522047999033,0.15692391958570512,0.1570937910221077,0.15688776612823555,0.15708281633622853,0.15708206494356736
Aloha-Editor,LATE_CI,0.15715624063062394,0.15715624063062394,0.1571553426294136,0.15715504332074096,0.15715504332074096,0.15715489367110372,0.157154594381227,0.157154594381227,0.1571709989596509,0.1571708489758282,0.1571708489758282,0.15715466920252147,0.15715466920252147,0.15715474402459914,0.15715474402459914,0.15717032405720002,0.15717032405720002,0.15717032405720002,0.15717032405720002,0.1571542202865007,0.15717032405720002,0.15717032405720002,0.15718650228987552,0.15717040331629056,0.15717040331629056,0.15717032852186066,0.15717032852186066,0.15717032852186066,0.157202193502295,0.15718600286941475,0.15720713557822594,0.15719103050731173,0.15719103050731173,0.15719073122061,0.15719073122061,0.15715553262370524,0.15715553262370524,0.15715553262370524,0.15715553262370524,0.15715538336964444,0.15715538336964444,0.157155756510639,0.157155756510639,0.157155756510639,0.157155756510639,0.157155756510639,0.157155756510639,0.157155756510639
Aloha-Editor,NO_CI,0.1573107175913235,0.15730965723347254,0.15730900478289156,0.15730884167945075,0.15730884167945075,0.15730884167945075,0.15730884167945075,0.15732229107957,0.1573426376339419,0.1573414141023752,0.15731970596568953,0.15734549081753313,0.15730732778613352,0.15730732778613352,0.15730732778613352,0.15728923672013287,0.1572966977321775,0.15727755079106429,0.15727487738970694,0.15729372588064214,0.15727520138556156,0.15727520138556156,0.15729259182070313,0.15727552539597825,0.15726459808646975,0.15726438856706756,0.15722710435672724,0.15722176826540385,0.1572639367695283,0.15724367245974985,0.1572247972282667,0.157224556032088,0.15722769221420332,0.15722769221420332,0.15722769221420332,0.15722769221420332,0.15722753135104534,0.15722753135104534,0.15722753135104534,0.15722640540977026,0.15718610269782052,0.15720389663341278,0.15720301524537167,0.1572074016334782,0.15715960232582618,0.15696896823329487,0.15695143962249672,0.15686286329452986
Babylon.js,EARLY_CI,0.16906159177285937,0.16934917700050048,0.16719575428961714,0.16668977696383022,0.16667890446483455,0.1666527487692425,0.1665903508210676,0.16658377215040085,0.1663460474789265,0.16644783060041785,0.16662379592915189,0.16667767176202583,0.16673372030775244,0.16703053676286347,0.1667747212246869,0.1666047085737452,0.16650923913533597,0.16640749863508839,0.16612239267820433,0.16620466017527638,0.1660946473753966,0.16880542652983563,0.1687162008963245,0.16783498754434337,0.16793066912813417,0.16770950819502423,0.166854833573608,0.16648669410564132,0.1664414487196734,0.1664470552728507,0.16648454063455362,0.16649412349252327,0.166479388019744,0.16648620870844835,0.16649132504371117,0.16648501463866588,0.1664652101470683,0.16677322838052336,0.16686795828602816,0.1674563118380568,0.16736843662724588,0.16738123267588265,0.16758610276875566,0.1675108017909208,0.16751719236950063,0.16752754365392966,0.16751671835627055,0.16752423373668138
Babylon.js,LATE_CI,0.17388085806396716,0.17382081899327353,0.17387693639718554,0.17392398865680653,0.17347981614758398,0.1734693411679947,0.1734471832917022,0.17265649584967485,0.17262650809681715,0.1722309198068497,0.17254896784432244,0.17257246683386868,0.1741200933262607,0.17423201715272377,0.17422754488564576,0.17333541580271117,0.17332576213188086,0.17322388993600255,0.17323803139703392,0.17324284518743305,0.1729190260649876,0.1728688587591654,0.17268009413417124,0.1726632447131202,0.17265722570019326,0.1723003231618245,0.17124517047271368,0.17259108118691976,0.17240119042840513,0.17233176200370368,0.17253655872849824,0.17231078441094688,0.17228129258392572,0.17170215029692487,0.16958792326727185,0.16960373691052769,0.16982612230231717,0.16984190581921813,0.16816277242101593,0.16722226253096176,0.16635357687326408,0.16598411937565086,0.1660367683674229,0.16593959041960551,0.16596532698059102,0.1661026740864473,0.16607225919789684,0.16614777377614828
Babylon.js,NO_CI,0.16778577739346207,0.16752766849284845,0.16742306684141545,0.16740520827606428,0.1674804225642848,0.16764020933501386,0.16765305753631193,0.16775134580079037,0.1682759641608896,0.1682759641608896,0.16582365423397047,0.16575900575502775,0.1657559043426615,0.1657559043426615,0.16575310464080487,0.1656407649290212,0.16556656989425234,0.16802225822774797,0.16797912096772866,0.1683534164120521,0.16935415849616145,0.1675286596889445,0.16934731810939993,0.16915691600776714,0.17029271800163565,0.17028428763477738,0.1696226692115695,0.1702199785440077,0.17013228569061908,0.17020111507229577,0.170239998455981,0.17008821821411493,0.16860873070377116,0.16858626900505672,0.16851015742847814,0.166754105769132,0.16671167393406658,0.16542939602803639,0.16549114559943723,0.16544648814630225,0.16530905812789218,0.16553237769160273,0.1655791653427339,0.16550215546079156,0.16565069154922454,0.1656317017630505,0.16562881137978577,0.16563084055991467
CodeIgniter,EARLY_CI,0.23597298924004523,0.23357095751028484,0.2311092081040751,0.23036286796852232,0.23035968002997764,0.23170816950633463,0.23202720207253885,0.23201888935135942,0.23196882593797039,0.23100610431734392,0.22729039730097184,0.2270679627404151,0.22841514726507714,0.23152153745495735,0.2282841326566363,0.23168001022268747,0.2317900870624767,0.23188835170882222,0.23213954287678296,0.23211378323871018,0.23211378323871018,0.23220578494148816,0.2322186466785052,0.23160194822524685,0.23103129883043702,0.23105386261623834,0.23106040878552725,0.2318516226622662,0.23066055583934011,0.23075912865882442,0.23130229554503515,0.22829662309014823,0.23013680866238737,0.22988548724232377,0.23117493911144704,0.23107011914665115,0.23130104621475214,0.23134082220064217,0.23158886166028586,0.23150890599637058,0.23156604191936977,0.2314561401220154,0.2316163689566319,0.23162557057680128,0.23161233664949604,0.23165626147631288,0.23160088428300554,0.23182022511139913
CodeIgniter,LATE_CI,0.2327529004722785,0.2324643914019056,0.23237313111712815,0.23243911449600727,0.23233151073062422,0.23233619275072703,0.2323096970090605,0.23238736708768257,0.23211585469842536,0.23209149159066733,0.23208895529902834,0.2322238393896027,0.2322187673559733,0.23226986557767568,0.2332644845657263,0.23230992433851932,0.2323438589097275,0.2324154767649814,0.23239114477936976,0.23290293479180174,0.23291825692062415,0.23291825692062415,0.23291825692062415,0.23281149362359915,0.23279658800571348,0.23280180491767674,0.23281669641852012,0.23282769647326326,0.2328425643682454,0.2328425643682454,0.2328645718301375,0.2328672648837975,0.23277013326480708,0.23280671607634681,0.23279308351796552,0.23279015536762843,0.2330761998119511,0.23422945103710605,0.23313999303974944,0.2331302991521357,0.233127771978868,0.23319752666439877,0.23298641480970303,0.2331112118525413,0.2331112118525413,0.23302314942999194,0.23392322201264842,0.23385402425928348
CodeIgniter,NO_CI,0.21602132349172182,0.2161408914372777,0.21640164053598054,0.21637795541734972,0.21652015533179836,0.21686658192243197,0.21680358325113835,0.21679338998611142,0.21679338998611142,0.21679338998611142,0.21679338998611142,0.2168827519768795,0.21679338998611142,0.21679338998611142,0.21679338998611142,0.21678120881189983,0.21680715764566696,0.2167922099311949,0.2167922099311949,0.2172845831392641,0.21783698751351885,0.21776666297139205,0.21775659881299458,0.21776790798314544,0.21874429253109365,0.21867090232319342,0.21764946392876608,0.24548830152519366,0.2447189160014772,0.24498140841872212,0.21788974194246022,0.21779318717009197,0.24546615943674768,0.24545392611600933,0.21858061096017495,0.2455640589569161,0.24555269951988407,0.24544698709319818,0.24449121168282315,0.2441853695289847,0.24154290118270164,0.2414334826178978,0.24429243777919593,0.2380030968629925,0.24428839218054707,0.237884941768596,0.23744036602329027,0.23529815024174347
Conversations,EARLY_CI,0.17007286790900983,0.17025434015006619,0.16898664379365275,0.16902115673126974,0.16933108814811276,0.16868816749497725,0.16855044793655455,0.1688236226515834,0.16855971389797508,0.16856429452933772,0.16856429452933772,0.16823491829860537,0.16852979502856158,0.16819614908231054,0.16771118334385643,0.16713946820298606,0.16727797691672283,0.1674283615814975,0.16703774373101804,0.16689616057812934,0.16689282243144968,0.16688651037504734,0.1670583249576214,0.167122358505061,0.16732229034481996,0.16726165940407492,0.1678793128832675,0.16797331449224165,0.16817454314617972,0.16833403485141846,0.16827729120002147,0.16830895159061318,0.16820983554292088,0.16859180224308834,0.16865577786045166,0.16865549504901686,0.16878687195050165,0.16886799541330857,0.16876451179274105,0.16860621096055578,0.16865144947382005,0.1688368683718029,0.1688631846552276,0.1688368683718029,0.1688368683718029,0.16907869536451095,0.16937474208684225,0.16941026522399089
