metric,value,key,project
AHH,0.05,AW3-ALs-Kf6yRt8iP_qy,ccd-data-store-api
NOC_NOP,2.43,AW3-ALs-Kf6yRt8iP_qy,ccd-data-store-api
NOM_NOC,9.94,AW3-ALs-Kf6yRt8iP_qy,ccd-data-store-api
LOC_NOM,5.98,AW3-ALs-Kf6yRt8iP_qy,ccd-data-store-api
CALLS_NOM,2.52,AW3-ALs-Kf6yRt8iP_qy,ccd-data-store-api
CYCLO_LOC,0.17,AW3-ALs-Kf6yRt8iP_qy,ccd-data-store-api
FANOUT_CALLS,0.28,AW3-ALs-Kf6yRt8iP_qy,ccd-data-store-api
AHH,0.03,AWarRxlHSz4G4E5J0LiY,ccd-data-store-api
NOC_NOP,2.22,AWarRxlHSz4G4E5J0LiY,ccd-data-store-api
NOM_NOC,10.35,AWarRxlHSz4G4E5J0LiY,ccd-data-store-api
LOC_NOM,5.59,AWarRxlHSz4G4E5J0LiY,ccd-data-store-api
CALLS_NOM,2.26,AWarRxlHSz4G4E5J0LiY,ccd-data-store-api
CYCLO_LOC,0.18,AWarRxlHSz4G4E5J0LiY,ccd-data-store-api
FANOUT_CALLS,0.33,AWarRxlHSz4G4E5J0LiY,ccd-data-store-api
AHH,0.03,AWYQ9x4ivOWp7Yd6YaSk,ccd-data-store-api
NOC_NOP,2.44,AWYQ9x4ivOWp7Yd6YaSk,ccd-data-store-api
NOM_NOC,10.81,AWYQ9x4ivOWp7Yd6YaSk,ccd-data-store-api
LOC_NOM,5.81,AWYQ9x4ivOWp7Yd6YaSk,ccd-data-store-api
CALLS_NOM,2.35,AWYQ9x4ivOWp7Yd6YaSk,ccd-data-store-api
CYCLO_LOC,0.17,AWYQ9x4ivOWp7Yd6YaSk,ccd-data-store-api
FANOUT_CALLS,0.36,AWYQ9x4ivOWp7Yd6YaSk,ccd-data-store-api
AHH,0.05,AW6DGWRa0wemVjzv1tp8,ccd-data-store-api
NOC_NOP,2.47,AW6DGWRa0wemVjzv1tp8,ccd-data-store-api
NOM_NOC,9.95,AW6DGWRa0wemVjzv1tp8,ccd-data-store-api
LOC_NOM,5.99,AW6DGWRa0wemVjzv1tp8,ccd-data-store-api
CALLS_NOM,2.53,AW6DGWRa0wemVjzv1tp8,ccd-data-store-api
CYCLO_LOC,0.17,AW6DGWRa0wemVjzv1tp8,ccd-data-store-api
FANOUT_CALLS,0.28,AW6DGWRa0wemVjzv1tp8,ccd-data-store-api
AHH,0.05,AW8TVDrEtsS0rVJw9KP7,ccd-data-store-api
NOC_NOP,2.51,AW8TVDrEtsS0rVJw9KP7,ccd-data-store-api
NOM_NOC,9.98,AW8TVDrEtsS0rVJw9KP7,ccd-data-store-api
LOC_NOM,5.95,AW8TVDrEtsS0rVJw9KP7,ccd-data-store-api
CALLS_NOM,2.51,AW8TVDrEtsS0rVJw9KP7,ccd-data-store-api
CYCLO_LOC,0.17,AW8TVDrEtsS0rVJw9KP7,ccd-data-store-api
FANOUT_CALLS,0.28,AW8TVDrEtsS0rVJw9KP7,ccd-data-store-api
AHH,0.05,AW6xyPz0rQWt_xSAoy5k,ccd-data-store-api
NOC_NOP,2.51,AW6xyPz0rQWt_xSAoy5k,ccd-data-store-api
NOM_NOC,9.94,AW6xyPz0rQWt_xSAoy5k,ccd-data-store-api
LOC_NOM,5.99,AW6xyPz0rQWt_xSAoy5k,ccd-data-store-api
CALLS_NOM,2.53,AW6xyPz0rQWt_xSAoy5k,ccd-data-store-api
CYCLO_LOC,0.17,AW6xyPz0rQWt_xSAoy5k,ccd-data-store-api
FANOUT_CALLS,0.28,AW6xyPz0rQWt_xSAoy5k,ccd-data-store-api
AHH,0.05,AW6y0pFWyLpElhQtaQ6D,ccd-data-store-api
NOC_NOP,2.51,AW6y0pFWyLpElhQtaQ6D,ccd-data-store-api
NOM_NOC,9.94,AW6y0pFWyLpElhQtaQ6D,ccd-data-store-api
LOC_NOM,5.99,AW6y0pFWyLpElhQtaQ6D,ccd-data-store-api
CALLS_NOM,2.53,AW6y0pFWyLpElhQtaQ6D,ccd-data-store-api
CYCLO_LOC,0.17,AW6y0pFWyLpElhQtaQ6D,ccd-data-store-api
FANOUT_CALLS,0.28,AW6y0pFWyLpElhQtaQ6D,ccd-data-store-api
AHH,0.05,AW8e3v7y7uxtOsHUV73q,ccd-data-store-api
NOC_NOP,2.51,AW8e3v7y7uxtOsHUV73q,ccd-data-store-api
NOM_NOC,9.98,AW8e3v7y7uxtOsHUV73q,ccd-data-store-api
LOC_NOM,5.95,AW8e3v7y7uxtOsHUV73q,ccd-data-store-api
CALLS_NOM,2.51,AW8e3v7y7uxtOsHUV73q,ccd-data-store-api
CYCLO_LOC,0.17,AW8e3v7y7uxtOsHUV73q,ccd-data-store-api
FANOUT_CALLS,0.28,AW8e3v7y7uxtOsHUV73q,ccd-data-store-api
AHH,0.05,AW84iWOCfqcuRs9EwptN,ccd-data-store-api
NOC_NOP,2.51,AW84iWOCfqcuRs9EwptN,ccd-data-store-api
NOM_NOC,9.98,AW84iWOCfqcuRs9EwptN,ccd-data-store-api
LOC_NOM,5.95,AW84iWOCfqcuRs9EwptN,ccd-data-store-api
CALLS_NOM,2.51,AW84iWOCfqcuRs9EwptN,ccd-data-store-api
CYCLO_LOC,0.17,AW84iWOCfqcuRs9EwptN,ccd-data-store-api
FANOUT_CALLS,0.28,AW84iWOCfqcuRs9EwptN,ccd-data-store-api
AHH,0.01,AWiUG2ojgylzvzSnQDRo,ccd-definition-designer-api
NOC_NOP,5.67,AWiUG2ojgylzvzSnQDRo,ccd-definition-designer-api
NOM_NOC,4.12,AWiUG2ojgylzvzSnQDRo,ccd-definition-designer-api
LOC_NOM,6.05,AWiUG2ojgylzvzSnQDRo,ccd-definition-designer-api
CALLS_NOM,2.8,AWiUG2ojgylzvzSnQDRo,ccd-definition-designer-api
CYCLO_LOC,0.16,AWiUG2ojgylzvzSnQDRo,ccd-definition-designer-api
FANOUT_CALLS,0.3,AWiUG2ojgylzvzSnQDRo,ccd-definition-designer-api
AHH,0.01,AWmbqiF-3Z451D_2nAIF,ccd-definition-designer-api
NOC_NOP,3.94,AWmbqiF-3Z451D_2nAIF,ccd-definition-designer-api
NOM_NOC,4.23,AWmbqiF-3Z451D_2nAIF,ccd-definition-designer-api
LOC_NOM,4.34,AWmbqiF-3Z451D_2nAIF,ccd-definition-designer-api
CALLS_NOM,2.06,AWmbqiF-3Z451D_2nAIF,ccd-definition-designer-api
CYCLO_LOC,0.21,AWmbqiF-3Z451D_2nAIF,ccd-definition-designer-api
FANOUT_CALLS,0.3,AWmbqiF-3Z451D_2nAIF,ccd-definition-designer-api
AHH,0.01,AWm5XJAy1RFg2HZQ5lgp,ccd-definition-designer-api
NOC_NOP,3.94,AWm5XJAy1RFg2HZQ5lgp,ccd-definition-designer-api
NOM_NOC,4.23,AWm5XJAy1RFg2HZQ5lgp,ccd-definition-designer-api
LOC_NOM,4.34,AWm5XJAy1RFg2HZQ5lgp,ccd-definition-designer-api
CALLS_NOM,2.06,AWm5XJAy1RFg2HZQ5lgp,ccd-definition-designer-api
CYCLO_LOC,0.21,AWm5XJAy1RFg2HZQ5lgp,ccd-definition-designer-api
FANOUT_CALLS,0.3,AWm5XJAy1RFg2HZQ5lgp,ccd-definition-designer-api
AHH,0.01,AWjcDQmLiIcjhX0M32el,ccd-definition-designer-api
NOC_NOP,3.94,AWjcDQmLiIcjhX0M32el,ccd-definition-designer-api
NOM_NOC,4.23,AWjcDQmLiIcjhX0M32el,ccd-definition-designer-api
LOC_NOM,4.34,AWjcDQmLiIcjhX0M32el,ccd-definition-designer-api
CALLS_NOM,2.04,AWjcDQmLiIcjhX0M32el,ccd-definition-designer-api
CYCLO_LOC,0.21,AWjcDQmLiIcjhX0M32el,ccd-definition-designer-api
FANOUT_CALLS,0.3,AWjcDQmLiIcjhX0M32el,ccd-definition-designer-api
AHH,0.01,AWkK5dU7gtFwgfOLEJc4,ccd-definition-designer-api
NOC_NOP,3.94,AWkK5dU7gtFwgfOLEJc4,ccd-definition-designer-api
NOM_NOC,4.23,AWkK5dU7gtFwgfOLEJc4,ccd-definition-designer-api
LOC_NOM,4.33,AWkK5dU7gtFwgfOLEJc4,ccd-definition-designer-api
CALLS_NOM,2.04,AWkK5dU7gtFwgfOLEJc4,ccd-definition-designer-api
CYCLO_LOC,0.21,AWkK5dU7gtFwgfOLEJc4,ccd-definition-designer-api
FANOUT_CALLS,0.3,AWkK5dU7gtFwgfOLEJc4,ccd-definition-designer-api
AHH,0.01,AWjb7XfBChQW8w82i8Hp,ccd-definition-designer-api
NOC_NOP,3.94,AWjb7XfBChQW8w82i8Hp,ccd-definition-designer-api
NOM_NOC,4.23,AWjb7XfBChQW8w82i8Hp,ccd-definition-designer-api
LOC_NOM,4.34,AWjb7XfBChQW8w82i8Hp,ccd-definition-designer-api
CALLS_NOM,2.04,AWjb7XfBChQW8w82i8Hp,ccd-definition-designer-api
CYCLO_LOC,0.21,AWjb7XfBChQW8w82i8Hp,ccd-definition-designer-api
FANOUT_CALLS,0.3,AWjb7XfBChQW8w82i8Hp,ccd-definition-designer-api
AHH,0.01,AWiVSwQi15IW5eC6tk8C,ccd-definition-store-api
NOC_NOP,5.67,AWiVSwQi15IW5eC6tk8C,ccd-definition-store-api
NOM_NOC,4.12,AWiVSwQi15IW5eC6tk8C,ccd-definition-store-api
LOC_NOM,6.05,AWiVSwQi15IW5eC6tk8C,ccd-definition-store-api
CALLS_NOM,2.8,AWiVSwQi15IW5eC6tk8C,ccd-definition-store-api
CYCLO_LOC,0.16,AWiVSwQi15IW5eC6tk8C,ccd-definition-store-api
FANOUT_CALLS,0.3,AWiVSwQi15IW5eC6tk8C,ccd-definition-store-api
AHH,0.01,AWabCs0SlHK86HcohEJ3,ccd-definition-store-api
NOC_NOP,5.43,AWabCs0SlHK86HcohEJ3,ccd-definition-store-api
NOM_NOC,3.87,AWabCs0SlHK86HcohEJ3,ccd-definition-store-api
LOC_NOM,5.89,AWabCs0SlHK86HcohEJ3,ccd-definition-store-api
CALLS_NOM,2.63,AWabCs0SlHK86HcohEJ3,ccd-definition-store-api
CYCLO_LOC,0.16,AWabCs0SlHK86HcohEJ3,ccd-definition-store-api
FANOUT_CALLS,0.32,AWabCs0SlHK86HcohEJ3,ccd-definition-store-api
AHH,0.01,AWaNLRb6YAGQNfrBMfDU,ccd-definition-store-api
NOC_NOP,5.43,AWaNLRb6YAGQNfrBMfDU,ccd-definition-store-api
NOM_NOC,3.87,AWaNLRb6YAGQNfrBMfDU,ccd-definition-store-api
LOC_NOM,5.88,AWaNLRb6YAGQNfrBMfDU,ccd-definition-store-api
CALLS_NOM,2.63,AWaNLRb6YAGQNfrBMfDU,ccd-definition-store-api
CYCLO_LOC,0.16,AWaNLRb6YAGQNfrBMfDU,ccd-definition-store-api
FANOUT_CALLS,0.32,AWaNLRb6YAGQNfrBMfDU,ccd-definition-store-api
AHH,0.01,AWadMQ3_dPPRVdwyPQqz,ccd-definition-store-api
NOC_NOP,5.36,AWadMQ3_dPPRVdwyPQqz,ccd-definition-store-api
NOM_NOC,3.82,AWadMQ3_dPPRVdwyPQqz,ccd-definition-store-api
LOC_NOM,5.93,AWadMQ3_dPPRVdwyPQqz,ccd-definition-store-api
CALLS_NOM,2.66,AWadMQ3_dPPRVdwyPQqz,ccd-definition-store-api
CYCLO_LOC,0.16,AWadMQ3_dPPRVdwyPQqz,ccd-definition-store-api
FANOUT_CALLS,0.32,AWadMQ3_dPPRVdwyPQqz,ccd-definition-store-api
AHH,0.01,AWowX7xT-aLJxVkBleGm,ccd-definition-store-api
NOC_NOP,5.68,AWowX7xT-aLJxVkBleGm,ccd-definition-store-api
NOM_NOC,4.18,AWowX7xT-aLJxVkBleGm,ccd-definition-store-api
LOC_NOM,6.08,AWowX7xT-aLJxVkBleGm,ccd-definition-store-api
CALLS_NOM,2.79,AWowX7xT-aLJxVkBleGm,ccd-definition-store-api
CYCLO_LOC,0.15,AWowX7xT-aLJxVkBleGm,ccd-definition-store-api
FANOUT_CALLS,0.29,AWowX7xT-aLJxVkBleGm,ccd-definition-store-api
AHH,0.01,AWshmTsG0HvBLU3p_GGG,ccd-definition-store-api
NOC_NOP,5.71,AWshmTsG0HvBLU3p_GGG,ccd-definition-store-api
NOM_NOC,4.26,AWshmTsG0HvBLU3p_GGG,ccd-definition-store-api
LOC_NOM,6.06,AWshmTsG0HvBLU3p_GGG,ccd-definition-store-api
CALLS_NOM,2.77,AWshmTsG0HvBLU3p_GGG,ccd-definition-store-api
CYCLO_LOC,0.16,AWshmTsG0HvBLU3p_GGG,ccd-definition-store-api
FANOUT_CALLS,0.29,AWshmTsG0HvBLU3p_GGG,ccd-definition-store-api
AHH,0.02,AW84i-OTpSZ5360cFaWb,ccd-definition-store-api
NOC_NOP,5.76,AW84i-OTpSZ5360cFaWb,ccd-definition-store-api
NOM_NOC,4.39,AW84i-OTpSZ5360cFaWb,ccd-definition-store-api
LOC_NOM,6.0,AW84i-OTpSZ5360cFaWb,ccd-definition-store-api
CALLS_NOM,2.76,AW84i-OTpSZ5360cFaWb,ccd-definition-store-api
CYCLO_LOC,0.16,AW84i-OTpSZ5360cFaWb,ccd-definition-store-api
FANOUT_CALLS,0.3,AW84i-OTpSZ5360cFaWb,ccd-definition-store-api
AHH,0.02,AW8zLjR5vxy08bZ4lmxl,ccd-definition-store-api
NOC_NOP,5.76,AW8zLjR5vxy08bZ4lmxl,ccd-definition-store-api
NOM_NOC,4.39,AW8zLjR5vxy08bZ4lmxl,ccd-definition-store-api
LOC_NOM,6.0,AW8zLjR5vxy08bZ4lmxl,ccd-definition-store-api
CALLS_NOM,2.76,AW8zLjR5vxy08bZ4lmxl,ccd-definition-store-api
CYCLO_LOC,0.16,AW8zLjR5vxy08bZ4lmxl,ccd-definition-store-api
FANOUT_CALLS,0.3,AW8zLjR5vxy08bZ4lmxl,ccd-definition-store-api
AHH,0.01,AWmpLdicatgQDVtSLAuq,ccd-definition-store-api
NOC_NOP,5.68,AWmpLdicatgQDVtSLAuq,ccd-definition-store-api
NOM_NOC,4.18,AWmpLdicatgQDVtSLAuq,ccd-definition-store-api
LOC_NOM,6.08,AWmpLdicatgQDVtSLAuq,ccd-definition-store-api
CALLS_NOM,2.79,AWmpLdicatgQDVtSLAuq,ccd-definition-store-api
CYCLO_LOC,0.15,AWmpLdicatgQDVtSLAuq,ccd-definition-store-api
FANOUT_CALLS,0.29,AWmpLdicatgQDVtSLAuq,ccd-definition-store-api
AHH,0.01,AWaOoRMCsSPV6ZXI8HKh,ccd-definition-store-api
NOC_NOP,5.43,AWaOoRMCsSPV6ZXI8HKh,ccd-definition-store-api
NOM_NOC,3.87,AWaOoRMCsSPV6ZXI8HKh,ccd-definition-store-api
LOC_NOM,5.88,AWaOoRMCsSPV6ZXI8HKh,ccd-definition-store-api
CALLS_NOM,2.63,AWaOoRMCsSPV6ZXI8HKh,ccd-definition-store-api
CYCLO_LOC,0.16,AWaOoRMCsSPV6ZXI8HKh,ccd-definition-store-api
FANOUT_CALLS,0.32,AWaOoRMCsSPV6ZXI8HKh,ccd-definition-store-api
AHH,0.02,AW39_ighzYyPknvm3myi,ccd-definition-store-api
NOC_NOP,5.71,AW39_ighzYyPknvm3myi,ccd-definition-store-api
NOM_NOC,4.36,AW39_ighzYyPknvm3myi,ccd-definition-store-api
LOC_NOM,6.05,AW39_ighzYyPknvm3myi,ccd-definition-store-api
CALLS_NOM,2.8,AW39_ighzYyPknvm3myi,ccd-definition-store-api
CYCLO_LOC,0.16,AW39_ighzYyPknvm3myi,ccd-definition-store-api
FANOUT_CALLS,0.3,AW39_ighzYyPknvm3myi,ccd-definition-store-api
AHH,0.02,AW1Kb9xyTWGNQT3_7PBv,ccd-definition-store-api
NOC_NOP,5.73,AW1Kb9xyTWGNQT3_7PBv,ccd-definition-store-api
NOM_NOC,4.39,AW1Kb9xyTWGNQT3_7PBv,ccd-definition-store-api
LOC_NOM,6.01,AW1Kb9xyTWGNQT3_7PBv,ccd-definition-store-api
CALLS_NOM,2.77,AW1Kb9xyTWGNQT3_7PBv,ccd-definition-store-api
CYCLO_LOC,0.16,AW1Kb9xyTWGNQT3_7PBv,ccd-definition-store-api
FANOUT_CALLS,0.3,AW1Kb9xyTWGNQT3_7PBv,ccd-definition-store-api
AHH,0.02,AWzSWKnccBrl3_H5aZMm,ccd-definition-store-api
NOC_NOP,5.71,AWzSWKnccBrl3_H5aZMm,ccd-definition-store-api
NOM_NOC,4.36,AWzSWKnccBrl3_H5aZMm,ccd-definition-store-api
LOC_NOM,6.05,AWzSWKnccBrl3_H5aZMm,ccd-definition-store-api
CALLS_NOM,2.8,AWzSWKnccBrl3_H5aZMm,ccd-definition-store-api
CYCLO_LOC,0.16,AWzSWKnccBrl3_H5aZMm,ccd-definition-store-api
FANOUT_CALLS,0.3,AWzSWKnccBrl3_H5aZMm,ccd-definition-store-api
AHH,0.01,AWsN2nXF71LcWdHxlHTp,ccd-definition-store-api
NOC_NOP,5.71,AWsN2nXF71LcWdHxlHTp,ccd-definition-store-api
NOM_NOC,4.26,AWsN2nXF71LcWdHxlHTp,ccd-definition-store-api
LOC_NOM,6.06,AWsN2nXF71LcWdHxlHTp,ccd-definition-store-api
CALLS_NOM,2.77,AWsN2nXF71LcWdHxlHTp,ccd-definition-store-api
CYCLO_LOC,0.16,AWsN2nXF71LcWdHxlHTp,ccd-definition-store-api
FANOUT_CALLS,0.29,AWsN2nXF71LcWdHxlHTp,ccd-definition-store-api
AHH,0.01,AWijgwNWBmaQb3-uB6Ct,ccd-definition-store-api
NOC_NOP,5.67,AWijgwNWBmaQb3-uB6Ct,ccd-definition-store-api
NOM_NOC,4.12,AWijgwNWBmaQb3-uB6Ct,ccd-definition-store-api
LOC_NOM,6.05,AWijgwNWBmaQb3-uB6Ct,ccd-definition-store-api
CALLS_NOM,2.8,AWijgwNWBmaQb3-uB6Ct,ccd-definition-store-api
CYCLO_LOC,0.16,AWijgwNWBmaQb3-uB6Ct,ccd-definition-store-api
FANOUT_CALLS,0.3,AWijgwNWBmaQb3-uB6Ct,ccd-definition-store-api
AHH,0.02,AW8e3F07FN2GgBTo7h8Q,ccd-definition-store-api
NOC_NOP,5.76,AW8e3F07FN2GgBTo7h8Q,ccd-definition-store-api
NOM_NOC,4.39,AW8e3F07FN2GgBTo7h8Q,ccd-definition-store-api
LOC_NOM,6.0,AW8e3F07FN2GgBTo7h8Q,ccd-definition-store-api
CALLS_NOM,2.76,AW8e3F07FN2GgBTo7h8Q,ccd-definition-store-api
CYCLO_LOC,0.16,AW8e3F07FN2GgBTo7h8Q,ccd-definition-store-api
FANOUT_CALLS,0.3,AW8e3F07FN2GgBTo7h8Q,ccd-definition-store-api
AHH,0.01,AWcHsCkqkEeD8QRk2qjY,ccd-definition-store-api
NOC_NOP,5.52,AWcHsCkqkEeD8QRk2qjY,ccd-definition-store-api
NOM_NOC,3.91,AWcHsCkqkEeD8QRk2qjY,ccd-definition-store-api
LOC_NOM,5.87,AWcHsCkqkEeD8QRk2qjY,ccd-definition-store-api
CALLS_NOM,2.66,AWcHsCkqkEeD8QRk2qjY,ccd-definition-store-api
CYCLO_LOC,0.16,AWcHsCkqkEeD8QRk2qjY,ccd-definition-store-api
FANOUT_CALLS,0.31,AWcHsCkqkEeD8QRk2qjY,ccd-definition-store-api
AHH,0.01,AWkKHTRH28dgUaXIC4T9,ccd-definition-store-api
NOC_NOP,5.68,AWkKHTRH28dgUaXIC4T9,ccd-definition-store-api
NOM_NOC,4.12,AWkKHTRH28dgUaXIC4T9,ccd-definition-store-api
LOC_NOM,6.03,AWkKHTRH28dgUaXIC4T9,ccd-definition-store-api
CALLS_NOM,2.78,AWkKHTRH28dgUaXIC4T9,ccd-definition-store-api
CYCLO_LOC,0.16,AWkKHTRH28dgUaXIC4T9,ccd-definition-store-api
FANOUT_CALLS,0.3,AWkKHTRH28dgUaXIC4T9,ccd-definition-store-api
AHH,0.01,AWabES7OrChX7_Al1e6N,ccd-definition-store-api
NOC_NOP,5.43,AWabES7OrChX7_Al1e6N,ccd-definition-store-api
NOM_NOC,3.87,AWabES7OrChX7_Al1e6N,ccd-definition-store-api
LOC_NOM,5.89,AWabES7OrChX7_Al1e6N,ccd-definition-store-api
CALLS_NOM,2.63,AWabES7OrChX7_Al1e6N,ccd-definition-store-api
CYCLO_LOC,0.16,AWabES7OrChX7_Al1e6N,ccd-definition-store-api
FANOUT_CALLS,0.32,AWabES7OrChX7_Al1e6N,ccd-definition-store-api
AHH,0.02,AW8TTmuM526xZ2nKLvyu,ccd-definition-store-api
NOC_NOP,5.76,AW8TTmuM526xZ2nKLvyu,ccd-definition-store-api
NOM_NOC,4.39,AW8TTmuM526xZ2nKLvyu,ccd-definition-store-api
LOC_NOM,6.0,AW8TTmuM526xZ2nKLvyu,ccd-definition-store-api
CALLS_NOM,2.76,AW8TTmuM526xZ2nKLvyu,ccd-definition-store-api
CYCLO_LOC,0.16,AW8TTmuM526xZ2nKLvyu,ccd-definition-store-api
FANOUT_CALLS,0.3,AW8TTmuM526xZ2nKLvyu,ccd-definition-store-api
AHH,0.01,AWuuGmU1BA_P1GG62RrH,ccd-definition-store-api
NOC_NOP,5.69,AWuuGmU1BA_P1GG62RrH,ccd-definition-store-api
NOM_NOC,4.36,AWuuGmU1BA_P1GG62RrH,ccd-definition-store-api
LOC_NOM,6.07,AWuuGmU1BA_P1GG62RrH,ccd-definition-store-api
CALLS_NOM,2.8,AWuuGmU1BA_P1GG62RrH,ccd-definition-store-api
CYCLO_LOC,0.16,AWuuGmU1BA_P1GG62RrH,ccd-definition-store-api
FANOUT_CALLS,0.3,AWuuGmU1BA_P1GG62RrH,ccd-definition-store-api
AHH,0.02,AW63A7944m0x0pNVkDI5,ccd-definition-store-api
NOC_NOP,5.76,AW63A7944m0x0pNVkDI5,ccd-definition-store-api
NOM_NOC,4.39,AW63A7944m0x0pNVkDI5,ccd-definition-store-api
LOC_NOM,6.0,AW63A7944m0x0pNVkDI5,ccd-definition-store-api
CALLS_NOM,2.76,AW63A7944m0x0pNVkDI5,ccd-definition-store-api
CYCLO_LOC,0.16,AW63A7944m0x0pNVkDI5,ccd-definition-store-api
FANOUT_CALLS,0.3,AW63A7944m0x0pNVkDI5,ccd-definition-store-api
AHH,0.01,AWaa9yJJlndnFRJdikdA,ccd-definition-store-api
NOC_NOP,5.43,AWaa9yJJlndnFRJdikdA,ccd-definition-store-api
NOM_NOC,3.87,AWaa9yJJlndnFRJdikdA,ccd-definition-store-api
LOC_NOM,5.88,AWaa9yJJlndnFRJdikdA,ccd-definition-store-api
CALLS_NOM,2.63,AWaa9yJJlndnFRJdikdA,ccd-definition-store-api
CYCLO_LOC,0.16,AWaa9yJJlndnFRJdikdA,ccd-definition-store-api
FANOUT_CALLS,0.32,AWaa9yJJlndnFRJdikdA,ccd-definition-store-api
AHH,0.02,AW711QuKI_ltG7gaFs7P,ccd-definition-store-api
NOC_NOP,5.76,AW711QuKI_ltG7gaFs7P,ccd-definition-store-api
NOM_NOC,4.39,AW711QuKI_ltG7gaFs7P,ccd-definition-store-api
LOC_NOM,6.0,AW711QuKI_ltG7gaFs7P,ccd-definition-store-api
CALLS_NOM,2.76,AW711QuKI_ltG7gaFs7P,ccd-definition-store-api
CYCLO_LOC,0.16,AW711QuKI_ltG7gaFs7P,ccd-definition-store-api
FANOUT_CALLS,0.3,AW711QuKI_ltG7gaFs7P,ccd-definition-store-api
AHH,0.01,AWmpLalTatgQDVtSK7jP,ccd-definition-store-api
NOC_NOP,5.68,AWmpLalTatgQDVtSK7jP,ccd-definition-store-api
NOM_NOC,4.18,AWmpLalTatgQDVtSK7jP,ccd-definition-store-api
LOC_NOM,6.08,AWmpLalTatgQDVtSK7jP,ccd-definition-store-api
CALLS_NOM,2.79,AWmpLalTatgQDVtSK7jP,ccd-definition-store-api
CYCLO_LOC,0.15,AWmpLalTatgQDVtSK7jP,ccd-definition-store-api
FANOUT_CALLS,0.29,AWmpLalTatgQDVtSK7jP,ccd-definition-store-api
AHH,0.01,AWYNi4d1vOWp7Yd6QOKk,ccd-definition-store-api
NOC_NOP,6.53,AWYNi4d1vOWp7Yd6QOKk,ccd-definition-store-api
NOM_NOC,3.8,AWYNi4d1vOWp7Yd6QOKk,ccd-definition-store-api
LOC_NOM,6.13,AWYNi4d1vOWp7Yd6QOKk,ccd-definition-store-api
CALLS_NOM,2.83,AWYNi4d1vOWp7Yd6QOKk,ccd-definition-store-api
CYCLO_LOC,0.15,AWYNi4d1vOWp7Yd6QOKk,ccd-definition-store-api
FANOUT_CALLS,0.3,AWYNi4d1vOWp7Yd6QOKk,ccd-definition-store-api
AHH,0.01,AWd-Pm-P8YaV-M4wV2cD,ccd-definition-store-api
NOC_NOP,5.55,AWd-Pm-P8YaV-M4wV2cD,ccd-definition-store-api
NOM_NOC,4.06,AWd-Pm-P8YaV-M4wV2cD,ccd-definition-store-api
LOC_NOM,6.07,AWd-Pm-P8YaV-M4wV2cD,ccd-definition-store-api
CALLS_NOM,2.74,AWd-Pm-P8YaV-M4wV2cD,ccd-definition-store-api
CYCLO_LOC,0.15,AWd-Pm-P8YaV-M4wV2cD,ccd-definition-store-api
FANOUT_CALLS,0.3,AWd-Pm-P8YaV-M4wV2cD,ccd-definition-store-api
AHH,0.01,AWm5zxkM1f9XLd2JAS2Z,ccd-definition-store-api
NOC_NOP,5.68,AWm5zxkM1f9XLd2JAS2Z,ccd-definition-store-api
NOM_NOC,4.18,AWm5zxkM1f9XLd2JAS2Z,ccd-definition-store-api
LOC_NOM,6.08,AWm5zxkM1f9XLd2JAS2Z,ccd-definition-store-api
CALLS_NOM,2.79,AWm5zxkM1f9XLd2JAS2Z,ccd-definition-store-api
CYCLO_LOC,0.15,AWm5zxkM1f9XLd2JAS2Z,ccd-definition-store-api
FANOUT_CALLS,0.29,AWm5zxkM1f9XLd2JAS2Z,ccd-definition-store-api
AHH,0.02,AW6DGRj1nYCyeJwRIp1k,ccd-definition-store-api
NOC_NOP,5.73,AW6DGRj1nYCyeJwRIp1k,ccd-definition-store-api
NOM_NOC,4.39,AW6DGRj1nYCyeJwRIp1k,ccd-definition-store-api
LOC_NOM,6.01,AW6DGRj1nYCyeJwRIp1k,ccd-definition-store-api
CALLS_NOM,2.77,AW6DGRj1nYCyeJwRIp1k,ccd-definition-store-api
CYCLO_LOC,0.16,AW6DGRj1nYCyeJwRIp1k,ccd-definition-store-api
FANOUT_CALLS,0.3,AW6DGRj1nYCyeJwRIp1k,ccd-definition-store-api
AHH,0.01,AWmQ9b5NUmmMa18Pg7qq,ccd-definition-store-api
NOC_NOP,5.68,AWmQ9b5NUmmMa18Pg7qq,ccd-definition-store-api
NOM_NOC,4.18,AWmQ9b5NUmmMa18Pg7qq,ccd-definition-store-api
LOC_NOM,6.08,AWmQ9b5NUmmMa18Pg7qq,ccd-definition-store-api
CALLS_NOM,2.79,AWmQ9b5NUmmMa18Pg7qq,ccd-definition-store-api
CYCLO_LOC,0.15,AWmQ9b5NUmmMa18Pg7qq,ccd-definition-store-api
FANOUT_CALLS,0.29,AWmQ9b5NUmmMa18Pg7qq,ccd-definition-store-api
AHH,0.02,AW8320H2mWvs_bS_vWMk,ccd-definition-store-api
NOC_NOP,5.76,AW8320H2mWvs_bS_vWMk,ccd-definition-store-api
NOM_NOC,4.39,AW8320H2mWvs_bS_vWMk,ccd-definition-store-api
LOC_NOM,6.0,AW8320H2mWvs_bS_vWMk,ccd-definition-store-api
CALLS_NOM,2.76,AW8320H2mWvs_bS_vWMk,ccd-definition-store-api
CYCLO_LOC,0.16,AW8320H2mWvs_bS_vWMk,ccd-definition-store-api
