metric,value,key,project
NOP,15,AWaqjpXRq3jbRxE0Wxh9,ccd-user-profile-api
NOM/NOC,2.1,AWaqjpXRq3jbRxE0Wxh9,ccd-user-profile-api
NOC,30,AWaqjpXRq3jbRxE0Wxh9,ccd-user-profile-api
LOC/NOM,6.8,AWaqjpXRq3jbRxE0Wxh9,ccd-user-profile-api
NOM,63,AWaqjpXRq3jbRxE0Wxh9,ccd-user-profile-api
CALLS/NOM,2.57,AWaqjpXRq3jbRxE0Wxh9,ccd-user-profile-api
CYCLO/LOC,0.16,AWaqjpXRq3jbRxE0Wxh9,ccd-user-profile-api
LOC,429,AWaqjpXRq3jbRxE0Wxh9,ccd-user-profile-api
CALLS,162,AWaqjpXRq3jbRxE0Wxh9,ccd-user-profile-api
FANOUT/CALLS,0.27,AWaqjpXRq3jbRxE0Wxh9,ccd-user-profile-api
CYCLO,71,AWaqjpXRq3jbRxE0Wxh9,ccd-user-profile-api
FANOUT,44,AWaqjpXRq3jbRxE0Wxh9,ccd-user-profile-api
AHH,0,AWkkxJqRcwP7GGxCjFkQ,ccd-user-profile-api
NOC/NOP,2.06,AWkkxJqRcwP7GGxCjFkQ,ccd-user-profile-api
NOP,16,AWkkxJqRcwP7GGxCjFkQ,ccd-user-profile-api
NOM/NOC,2.06,AWkkxJqRcwP7GGxCjFkQ,ccd-user-profile-api
NOC,33,AWkkxJqRcwP7GGxCjFkQ,ccd-user-profile-api
LOC/NOM,6.98,AWkkxJqRcwP7GGxCjFkQ,ccd-user-profile-api
NOM,68,AWkkxJqRcwP7GGxCjFkQ,ccd-user-profile-api
CALLS/NOM,2.57,AWkkxJqRcwP7GGxCjFkQ,ccd-user-profile-api
CYCLO/LOC,0.16,AWkkxJqRcwP7GGxCjFkQ,ccd-user-profile-api
LOC,475,AWkkxJqRcwP7GGxCjFkQ,ccd-user-profile-api
CALLS,175,AWkkxJqRcwP7GGxCjFkQ,ccd-user-profile-api
FANOUT/CALLS,0.29,AWkkxJqRcwP7GGxCjFkQ,ccd-user-profile-api
CYCLO,80,AWkkxJqRcwP7GGxCjFkQ,ccd-user-profile-api
FANOUT,51,AWkkxJqRcwP7GGxCjFkQ,ccd-user-profile-api
AHH,0,AWcMrN6MptIL6UVyG83_,ccd-user-profile-api
NOC/NOP,2,AWcMrN6MptIL6UVyG83_,ccd-user-profile-api
NOP,15,AWcMrN6MptIL6UVyG83_,ccd-user-profile-api
NOM/NOC,2.1,AWcMrN6MptIL6UVyG83_,ccd-user-profile-api
NOC,30,AWcMrN6MptIL6UVyG83_,ccd-user-profile-api
LOC/NOM,6.8,AWcMrN6MptIL6UVyG83_,ccd-user-profile-api
NOM,63,AWcMrN6MptIL6UVyG83_,ccd-user-profile-api
CALLS/NOM,2.57,AWcMrN6MptIL6UVyG83_,ccd-user-profile-api
CYCLO/LOC,0.16,AWcMrN6MptIL6UVyG83_,ccd-user-profile-api
LOC,429,AWcMrN6MptIL6UVyG83_,ccd-user-profile-api
CALLS,162,AWcMrN6MptIL6UVyG83_,ccd-user-profile-api
FANOUT/CALLS,0.27,AWcMrN6MptIL6UVyG83_,ccd-user-profile-api
CYCLO,71,AWcMrN6MptIL6UVyG83_,ccd-user-profile-api
FANOUT,44,AWcMrN6MptIL6UVyG83_,ccd-user-profile-api
AHH,0,AWuyHrxTv_PjJ-UOxrf2,ccd-user-profile-api
NOC/NOP,2.06,AWuyHrxTv_PjJ-UOxrf2,ccd-user-profile-api
NOP,16,AWuyHrxTv_PjJ-UOxrf2,ccd-user-profile-api
NOM/NOC,2.03,AWuyHrxTv_PjJ-UOxrf2,ccd-user-profile-api
NOC,33,AWuyHrxTv_PjJ-UOxrf2,ccd-user-profile-api
LOC/NOM,7.08,AWuyHrxTv_PjJ-UOxrf2,ccd-user-profile-api
NOM,67,AWuyHrxTv_PjJ-UOxrf2,ccd-user-profile-api
CALLS/NOM,2.61,AWuyHrxTv_PjJ-UOxrf2,ccd-user-profile-api
CYCLO/LOC,0.16,AWuyHrxTv_PjJ-UOxrf2,ccd-user-profile-api
LOC,475,AWuyHrxTv_PjJ-UOxrf2,ccd-user-profile-api
CALLS,175,AWuyHrxTv_PjJ-UOxrf2,ccd-user-profile-api
FANOUT/CALLS,0.29,AWuyHrxTv_PjJ-UOxrf2,ccd-user-profile-api
CYCLO,79,AWuyHrxTv_PjJ-UOxrf2,ccd-user-profile-api
FANOUT,51,AWuyHrxTv_PjJ-UOxrf2,ccd-user-profile-api
AHH,0,AWzSXbq1_DP31NB8PIYI,ccd-user-profile-api
NOC/NOP,2.06,AWzSXbq1_DP31NB8PIYI,ccd-user-profile-api
NOP,16,AWzSXbq1_DP31NB8PIYI,ccd-user-profile-api
NOM/NOC,2.03,AWzSXbq1_DP31NB8PIYI,ccd-user-profile-api
NOC,33,AWzSXbq1_DP31NB8PIYI,ccd-user-profile-api
LOC/NOM,7.08,AWzSXbq1_DP31NB8PIYI,ccd-user-profile-api
NOM,67,AWzSXbq1_DP31NB8PIYI,ccd-user-profile-api
CALLS/NOM,2.61,AWzSXbq1_DP31NB8PIYI,ccd-user-profile-api
CYCLO/LOC,0.16,AWzSXbq1_DP31NB8PIYI,ccd-user-profile-api
LOC,475,AWzSXbq1_DP31NB8PIYI,ccd-user-profile-api
CALLS,175,AWzSXbq1_DP31NB8PIYI,ccd-user-profile-api
FANOUT/CALLS,0.29,AWzSXbq1_DP31NB8PIYI,ccd-user-profile-api
CYCLO,79,AWzSXbq1_DP31NB8PIYI,ccd-user-profile-api
FANOUT,51,AWzSXbq1_DP31NB8PIYI,ccd-user-profile-api
AHH,0,AW2MOWjjh3kMqNxI_6Xi,ccd-user-profile-api
NOC/NOP,2.06,AW2MOWjjh3kMqNxI_6Xi,ccd-user-profile-api
NOP,16,AW2MOWjjh3kMqNxI_6Xi,ccd-user-profile-api
NOM/NOC,2.03,AW2MOWjjh3kMqNxI_6Xi,ccd-user-profile-api
NOC,33,AW2MOWjjh3kMqNxI_6Xi,ccd-user-profile-api
LOC/NOM,7.08,AW2MOWjjh3kMqNxI_6Xi,ccd-user-profile-api
NOM,67,AW2MOWjjh3kMqNxI_6Xi,ccd-user-profile-api
CALLS/NOM,2.61,AW2MOWjjh3kMqNxI_6Xi,ccd-user-profile-api
CYCLO/LOC,0.16,AW2MOWjjh3kMqNxI_6Xi,ccd-user-profile-api
LOC,475,AW2MOWjjh3kMqNxI_6Xi,ccd-user-profile-api
CALLS,175,AW2MOWjjh3kMqNxI_6Xi,ccd-user-profile-api
FANOUT/CALLS,0.29,AW2MOWjjh3kMqNxI_6Xi,ccd-user-profile-api
CYCLO,79,AW2MOWjjh3kMqNxI_6Xi,ccd-user-profile-api
FANOUT,51,AW2MOWjjh3kMqNxI_6Xi,ccd-user-profile-api
AHH,0,AWlOxBk2xT8MNCooAmM3,ccd-user-profile-api
NOC/NOP,2.06,AWlOxBk2xT8MNCooAmM3,ccd-user-profile-api
NOP,16,AWlOxBk2xT8MNCooAmM3,ccd-user-profile-api
NOM/NOC,2.03,AWlOxBk2xT8MNCooAmM3,ccd-user-profile-api
NOC,33,AWlOxBk2xT8MNCooAmM3,ccd-user-profile-api
LOC/NOM,7.07,AWlOxBk2xT8MNCooAmM3,ccd-user-profile-api
NOM,67,AWlOxBk2xT8MNCooAmM3,ccd-user-profile-api
CALLS/NOM,2.61,AWlOxBk2xT8MNCooAmM3,ccd-user-profile-api
CYCLO/LOC,0.16,AWlOxBk2xT8MNCooAmM3,ccd-user-profile-api
LOC,474,AWlOxBk2xT8MNCooAmM3,ccd-user-profile-api
CALLS,175,AWlOxBk2xT8MNCooAmM3,ccd-user-profile-api
FANOUT/CALLS,0.29,AWlOxBk2xT8MNCooAmM3,ccd-user-profile-api
CYCLO,79,AWlOxBk2xT8MNCooAmM3,ccd-user-profile-api
FANOUT,51,AWlOxBk2xT8MNCooAmM3,ccd-user-profile-api
AHH,0.05,AWBKLOAAokCP5-bHgSso,cinema
NOC/NOP,3.62,AWBKLOAAokCP5-bHgSso,cinema
NOP,8,AWBKLOAAokCP5-bHgSso,cinema
NOM/NOC,3.82,AWBKLOAAokCP5-bHgSso,cinema
NOC,29,AWBKLOAAokCP5-bHgSso,cinema
LOC/NOM,3.26,AWBKLOAAokCP5-bHgSso,cinema
NOM,111,AWBKLOAAokCP5-bHgSso,cinema
CALLS/NOM,0.48,AWBKLOAAokCP5-bHgSso,cinema
CYCLO/LOC,0.28,AWBKLOAAokCP5-bHgSso,cinema
LOC,362,AWBKLOAAokCP5-bHgSso,cinema
CALLS,54,AWBKLOAAokCP5-bHgSso,cinema
FANOUT/CALLS,0.64,AWBKLOAAokCP5-bHgSso,cinema
CYCLO,102,AWBKLOAAokCP5-bHgSso,cinema
FANOUT,35,AWBKLOAAokCP5-bHgSso,cinema
AHH,0.05,AWBAAoe6okCP5-bHfXFc,cinema
NOC/NOP,3.75,AWBAAoe6okCP5-bHfXFc,cinema
NOP,8,AWBAAoe6okCP5-bHfXFc,cinema
NOM/NOC,3.63,AWBAAoe6okCP5-bHfXFc,cinema
NOC,30,AWBAAoe6okCP5-bHfXFc,cinema
LOC/NOM,3.44,AWBAAoe6okCP5-bHfXFc,cinema
NOM,109,AWBAAoe6okCP5-bHfXFc,cinema
CALLS/NOM,0.62,AWBAAoe6okCP5-bHfXFc,cinema
CYCLO/LOC,0.27,AWBAAoe6okCP5-bHfXFc,cinema
LOC,375,AWBAAoe6okCP5-bHfXFc,cinema
CALLS,68,AWBAAoe6okCP5-bHfXFc,cinema
FANOUT/CALLS,0.57,AWBAAoe6okCP5-bHfXFc,cinema
CYCLO,103,AWBAAoe6okCP5-bHfXFc,cinema
FANOUT,39,AWBAAoe6okCP5-bHfXFc,cinema
AHH,0.05,AWA8pLVqVQHbJJaEWR43,cinema
NOC/NOP,4,AWA8pLVqVQHbJJaEWR43,cinema
NOP,7,AWA8pLVqVQHbJJaEWR43,cinema
NOM/NOC,3.67,AWA8pLVqVQHbJJaEWR43,cinema
NOC,28,AWA8pLVqVQHbJJaEWR43,cinema
LOC/NOM,3.16,AWA8pLVqVQHbJJaEWR43,cinema
NOM,103,AWA8pLVqVQHbJJaEWR43,cinema
CALLS/NOM,0.59,AWA8pLVqVQHbJJaEWR43,cinema
CYCLO/LOC,0.29,AWA8pLVqVQHbJJaEWR43,cinema
LOC,326,AWA8pLVqVQHbJJaEWR43,cinema
CALLS,61,AWA8pLVqVQHbJJaEWR43,cinema
FANOUT/CALLS,0.52,AWA8pLVqVQHbJJaEWR43,cinema
CYCLO,97,AWA8pLVqVQHbJJaEWR43,cinema
FANOUT,32,AWA8pLVqVQHbJJaEWR43,cinema
AHH,0.05,AWBRQVHLokCP5-bHhBVq,cinema
NOC/NOP,3.62,AWBRQVHLokCP5-bHhBVq,cinema
NOP,8,AWBRQVHLokCP5-bHhBVq,cinema
NOM/NOC,3.93,AWBRQVHLokCP5-bHhBVq,cinema
NOC,29,AWBRQVHLokCP5-bHhBVq,cinema
LOC/NOM,3.22,AWBRQVHLokCP5-bHhBVq,cinema
NOM,114,AWBRQVHLokCP5-bHhBVq,cinema
CALLS/NOM,0.49,AWBRQVHLokCP5-bHhBVq,cinema
CYCLO/LOC,0.28,AWBRQVHLokCP5-bHhBVq,cinema
LOC,368,AWBRQVHLokCP5-bHhBVq,cinema
CALLS,56,AWBRQVHLokCP5-bHhBVq,cinema
FANOUT/CALLS,0.66,AWBRQVHLokCP5-bHhBVq,cinema
CYCLO,104,AWBRQVHLokCP5-bHhBVq,cinema
FANOUT,37,AWBRQVHLokCP5-bHhBVq,cinema
AHH,0.07,AWBXHInvVQHbJJaEZyBn,cinema
NOC/NOP,3.42,AWBXHInvVQHbJJaEZyBn,cinema
NOP,7,AWBXHInvVQHbJJaEZyBn,cinema
NOM/NOC,4.16,AWBXHInvVQHbJJaEZyBn,cinema
NOC,24,AWBXHInvVQHbJJaEZyBn,cinema
LOC/NOM,3.47,AWBXHInvVQHbJJaEZyBn,cinema
NOM,100,AWBXHInvVQHbJJaEZyBn,cinema
CALLS/NOM,0.64,AWBXHInvVQHbJJaEZyBn,cinema
CYCLO/LOC,0.25,AWBXHInvVQHbJJaEZyBn,cinema
LOC,347,AWBXHInvVQHbJJaEZyBn,cinema
CALLS,64,AWBXHInvVQHbJJaEZyBn,cinema
FANOUT/CALLS,0.59,AWBXHInvVQHbJJaEZyBn,cinema
CYCLO,89,AWBXHInvVQHbJJaEZyBn,cinema
FANOUT,38,AWBXHInvVQHbJJaEZyBn,cinema
AHH,0.05,AWBHdcQVokCP5-bHf9Pa,cinema
NOC/NOP,3.62,AWBHdcQVokCP5-bHf9Pa,cinema
NOP,8,AWBHdcQVokCP5-bHf9Pa,cinema
NOM/NOC,3.82,AWBHdcQVokCP5-bHf9Pa,cinema
NOC,29,AWBHdcQVokCP5-bHf9Pa,cinema
LOC/NOM,3.26,AWBHdcQVokCP5-bHf9Pa,cinema
NOM,111,AWBHdcQVokCP5-bHf9Pa,cinema
CALLS/NOM,0.48,AWBHdcQVokCP5-bHf9Pa,cinema
CYCLO/LOC,0.28,AWBHdcQVokCP5-bHf9Pa,cinema
LOC,362,AWBHdcQVokCP5-bHf9Pa,cinema
CALLS,54,AWBHdcQVokCP5-bHf9Pa,cinema
FANOUT/CALLS,0.64,AWBHdcQVokCP5-bHf9Pa,cinema
CYCLO,102,AWBHdcQVokCP5-bHf9Pa,cinema
FANOUT,35,AWBHdcQVokCP5-bHf9Pa,cinema
AHH,0.07,AWBZtRiiokCP5-bHh9uj,cinema
NOC/NOP,3.42,AWBZtRiiokCP5-bHh9uj,cinema
NOP,7,AWBZtRiiokCP5-bHh9uj,cinema
NOM/NOC,4.16,AWBZtRiiokCP5-bHh9uj,cinema
NOC,24,AWBZtRiiokCP5-bHh9uj,cinema
LOC/NOM,3.47,AWBZtRiiokCP5-bHh9uj,cinema
NOM,100,AWBZtRiiokCP5-bHh9uj,cinema
CALLS/NOM,0.64,AWBZtRiiokCP5-bHh9uj,cinema
CYCLO/LOC,0.25,AWBZtRiiokCP5-bHh9uj,cinema
LOC,347,AWBZtRiiokCP5-bHh9uj,cinema
CALLS,64,AWBZtRiiokCP5-bHh9uj,cinema
FANOUT/CALLS,0.59,AWBZtRiiokCP5-bHh9uj,cinema
CYCLO,89,AWBZtRiiokCP5-bHh9uj,cinema
FANOUT,38,AWBZtRiiokCP5-bHh9uj,cinema
AHH,0,AWAtDVt7VQHbJJaEU5Sx,cinema
NOC/NOP,1.14,AWAtDVt7VQHbJJaEU5Sx,cinema
NOP,7,AWAtDVt7VQHbJJaEU5Sx,cinema
NOM/NOC,1.75,AWAtDVt7VQHbJJaEU5Sx,cinema
NOC,8,AWAtDVt7VQHbJJaEU5Sx,cinema
LOC/NOM,3.92,AWAtDVt7VQHbJJaEU5Sx,cinema
NOM,14,AWAtDVt7VQHbJJaEU5Sx,cinema
CALLS/NOM,0.78,AWAtDVt7VQHbJJaEU5Sx,cinema
CYCLO/LOC,0.23,AWAtDVt7VQHbJJaEU5Sx,cinema
LOC,55,AWAtDVt7VQHbJJaEU5Sx,cinema
CALLS,11,AWAtDVt7VQHbJJaEU5Sx,cinema
FANOUT/CALLS,0.45,AWAtDVt7VQHbJJaEU5Sx,cinema
CYCLO,13,AWAtDVt7VQHbJJaEU5Sx,cinema
FANOUT,5,AWAtDVt7VQHbJJaEU5Sx,cinema
AHH,0,AWipgfCGa3c5WIT7KNak,coffeenet-starter
NOC/NOP,6.36,AWipgfCGa3c5WIT7KNak,coffeenet-starter
NOP,11,AWipgfCGa3c5WIT7KNak,coffeenet-starter
NOM/NOC,3.81,AWipgfCGa3c5WIT7KNak,coffeenet-starter
NOC,70,AWipgfCGa3c5WIT7KNak,coffeenet-starter
LOC/NOM,6.74,AWipgfCGa3c5WIT7KNak,coffeenet-starter
NOM,267,AWipgfCGa3c5WIT7KNak,coffeenet-starter
CALLS/NOM,3.3,AWipgfCGa3c5WIT7KNak,coffeenet-starter
CYCLO/LOC,0.16,AWipgfCGa3c5WIT7KNak,coffeenet-starter
LOC,1801,AWipgfCGa3c5WIT7KNak,coffeenet-starter
CALLS,882,AWipgfCGa3c5WIT7KNak,coffeenet-starter
FANOUT/CALLS,0.23,AWipgfCGa3c5WIT7KNak,coffeenet-starter
CYCLO,295,AWipgfCGa3c5WIT7KNak,coffeenet-starter
FANOUT,211,AWipgfCGa3c5WIT7KNak,coffeenet-starter
AHH,0,AWjYe5gpiIcjhX0MXd7m,coffeenet-starter
NOC/NOP,6.36,AWjYe5gpiIcjhX0MXd7m,coffeenet-starter
NOP,11,AWjYe5gpiIcjhX0MXd7m,coffeenet-starter
NOM/NOC,3.81,AWjYe5gpiIcjhX0MXd7m,coffeenet-starter
NOC,70,AWjYe5gpiIcjhX0MXd7m,coffeenet-starter
LOC/NOM,6.74,AWjYe5gpiIcjhX0MXd7m,coffeenet-starter
NOM,267,AWjYe5gpiIcjhX0MXd7m,coffeenet-starter
CALLS/NOM,3.3,AWjYe5gpiIcjhX0MXd7m,coffeenet-starter
CYCLO/LOC,0.16,AWjYe5gpiIcjhX0MXd7m,coffeenet-starter
LOC,1801,AWjYe5gpiIcjhX0MXd7m,coffeenet-starter
CALLS,882,AWjYe5gpiIcjhX0MXd7m,coffeenet-starter
FANOUT/CALLS,0.23,AWjYe5gpiIcjhX0MXd7m,coffeenet-starter
CYCLO,295,AWjYe5gpiIcjhX0MXd7m,coffeenet-starter
FANOUT,211,AWjYe5gpiIcjhX0MXd7m,coffeenet-starter
AHH,0,AWiuEn1mqh3OODMjI3yc,coffeenet-starter
NOC/NOP,6.36,AWiuEn1mqh3OODMjI3yc,coffeenet-starter
NOP,11,AWiuEn1mqh3OODMjI3yc,coffeenet-starter
NOM/NOC,3.81,AWiuEn1mqh3OODMjI3yc,coffeenet-starter
NOC,70,AWiuEn1mqh3OODMjI3yc,coffeenet-starter
LOC/NOM,6.74,AWiuEn1mqh3OODMjI3yc,coffeenet-starter
NOM,267,AWiuEn1mqh3OODMjI3yc,coffeenet-starter
CALLS/NOM,3.3,AWiuEn1mqh3OODMjI3yc,coffeenet-starter
CYCLO/LOC,0.16,AWiuEn1mqh3OODMjI3yc,coffeenet-starter
LOC,1801,AWiuEn1mqh3OODMjI3yc,coffeenet-starter
CALLS,882,AWiuEn1mqh3OODMjI3yc,coffeenet-starter
FANOUT/CALLS,0.23,AWiuEn1mqh3OODMjI3yc,coffeenet-starter
CYCLO,295,AWiuEn1mqh3OODMjI3yc,coffeenet-starter
FANOUT,211,AWiuEn1mqh3OODMjI3yc,coffeenet-starter
AHH,0,AWipI9t1BmaQb3-u0PVt,coffeenet-starter
NOC/NOP,6.36,AWipI9t1BmaQb3-u0PVt,coffeenet-starter
NOP,11,AWipI9t1BmaQb3-u0PVt,coffeenet-starter
NOM/NOC,3.81,AWipI9t1BmaQb3-u0PVt,coffeenet-starter
NOC,70,AWipI9t1BmaQb3-u0PVt,coffeenet-starter
LOC/NOM,6.74,AWipI9t1BmaQb3-u0PVt,coffeenet-starter
NOM,267,AWipI9t1BmaQb3-u0PVt,coffeenet-starter
CALLS/NOM,3.3,AWipI9t1BmaQb3-u0PVt,coffeenet-starter
CYCLO/LOC,0.16,AWipI9t1BmaQb3-u0PVt,coffeenet-starter
LOC,1801,AWipI9t1BmaQb3-u0PVt,coffeenet-starter
CALLS,882,AWipI9t1BmaQb3-u0PVt,coffeenet-starter
FANOUT/CALLS,0.23,AWipI9t1BmaQb3-u0PVt,coffeenet-starter
CYCLO,295,AWipI9t1BmaQb3-u0PVt,coffeenet-starter
FANOUT,211,AWipI9t1BmaQb3-u0PVt,coffeenet-starter
AHH,0,AWizWIoYr-MUYPUzshrZ,coffeenet-starter
NOC/NOP,6.36,AWizWIoYr-MUYPUzshrZ,coffeenet-starter
NOP,11,AWizWIoYr-MUYPUzshrZ,coffeenet-starter
NOM/NOC,3.81,AWizWIoYr-MUYPUzshrZ,coffeenet-starter
NOC,70,AWizWIoYr-MUYPUzshrZ,coffeenet-starter
LOC/NOM,6.74,AWizWIoYr-MUYPUzshrZ,coffeenet-starter
NOM,267,AWizWIoYr-MUYPUzshrZ,coffeenet-starter
CALLS/NOM,3.3,AWizWIoYr-MUYPUzshrZ,coffeenet-starter
CYCLO/LOC,0.16,AWizWIoYr-MUYPUzshrZ,coffeenet-starter
LOC,1801,AWizWIoYr-MUYPUzshrZ,coffeenet-starter
CALLS,882,AWizWIoYr-MUYPUzshrZ,coffeenet-starter
FANOUT/CALLS,0.23,AWizWIoYr-MUYPUzshrZ,coffeenet-starter
CYCLO,295,AWizWIoYr-MUYPUzshrZ,coffeenet-starter
FANOUT,211,AWizWIoYr-MUYPUzshrZ,coffeenet-starter
AHH,0,AWipKaQYa3c5WIT7-98y,coffeenet-starter
NOC/NOP,6.36,AWipKaQYa3c5WIT7-98y,coffeenet-starter
NOP,11,AWipKaQYa3c5WIT7-98y,coffeenet-starter
NOM/NOC,3.81,AWipKaQYa3c5WIT7-98y,coffeenet-starter
NOC,70,AWipKaQYa3c5WIT7-98y,coffeenet-starter
LOC/NOM,6.74,AWipKaQYa3c5WIT7-98y,coffeenet-starter
NOM,267,AWipKaQYa3c5WIT7-98y,coffeenet-starter
CALLS/NOM,3.3,AWipKaQYa3c5WIT7-98y,coffeenet-starter
CYCLO/LOC,0.16,AWipKaQYa3c5WIT7-98y,coffeenet-starter
LOC,1801,AWipKaQYa3c5WIT7-98y,coffeenet-starter
CALLS,882,AWipKaQYa3c5WIT7-98y,coffeenet-starter
FANOUT/CALLS,0.23,AWipKaQYa3c5WIT7-98y,coffeenet-starter
CYCLO,295,AWipKaQYa3c5WIT7-98y,coffeenet-starter
FANOUT,211,AWipKaQYa3c5WIT7-98y,coffeenet-starter
AHH,0,AWjJK4xLeedjntrD4yMA,coffeenet-starter
NOC/NOP,6.36,AWjJK4xLeedjntrD4yMA,coffeenet-starter
NOP,11,AWjJK4xLeedjntrD4yMA,coffeenet-starter
NOM/NOC,3.81,AWjJK4xLeedjntrD4yMA,coffeenet-starter
NOC,70,AWjJK4xLeedjntrD4yMA,coffeenet-starter
LOC/NOM,6.74,AWjJK4xLeedjntrD4yMA,coffeenet-starter
NOM,267,AWjJK4xLeedjntrD4yMA,coffeenet-starter
CALLS/NOM,3.3,AWjJK4xLeedjntrD4yMA,coffeenet-starter
CYCLO/LOC,0.16,AWjJK4xLeedjntrD4yMA,coffeenet-starter
LOC,1801,AWjJK4xLeedjntrD4yMA,coffeenet-starter
CALLS,882,AWjJK4xLeedjntrD4yMA,coffeenet-starter
FANOUT/CALLS,0.23,AWjJK4xLeedjntrD4yMA,coffeenet-starter
CYCLO,295,AWjJK4xLeedjntrD4yMA,coffeenet-starter
FANOUT,211,AWjJK4xLeedjntrD4yMA,coffeenet-starter
AHH,0,AWipLtGvBmaQb3-u1IYT,coffeenet-starter
NOC/NOP,6.36,AWipLtGvBmaQb3-u1IYT,coffeenet-starter
NOP,11,AWipLtGvBmaQb3-u1IYT,coffeenet-starter
NOM/NOC,3.81,AWipLtGvBmaQb3-u1IYT,coffeenet-starter
NOC,70,AWipLtGvBmaQb3-u1IYT,coffeenet-starter
LOC/NOM,6.74,AWipLtGvBmaQb3-u1IYT,coffeenet-starter
NOM,267,AWipLtGvBmaQb3-u1IYT,coffeenet-starter
CALLS/NOM,3.3,AWipLtGvBmaQb3-u1IYT,coffeenet-starter
CYCLO/LOC,0.16,AWipLtGvBmaQb3-u1IYT,coffeenet-starter
LOC,1801,AWipLtGvBmaQb3-u1IYT,coffeenet-starter
CALLS,882,AWipLtGvBmaQb3-u1IYT,coffeenet-starter
FANOUT/CALLS,0.23,AWipLtGvBmaQb3-u1IYT,coffeenet-starter
CYCLO,295,AWipLtGvBmaQb3-u1IYT,coffeenet-starter
FANOUT,211,AWipLtGvBmaQb3-u1IYT,coffeenet-starter
AHH,0,AWio-uc7r-MUYPUzdF23,coffeenet-starter
NOC/NOP,6.36,AWio-uc7r-MUYPUzdF23,coffeenet-starter
NOP,11,AWio-uc7r-MUYPUzdF23,coffeenet-starter
NOM/NOC,3.81,AWio-uc7r-MUYPUzdF23,coffeenet-starter
NOC,70,AWio-uc7r-MUYPUzdF23,coffeenet-starter
LOC/NOM,6.74,AWio-uc7r-MUYPUzdF23,coffeenet-starter
NOM,267,AWio-uc7r-MUYPUzdF23,coffeenet-starter
CALLS/NOM,3.3,AWio-uc7r-MUYPUzdF23,coffeenet-starter
CYCLO/LOC,0.16,AWio-uc7r-MUYPUzdF23,coffeenet-starter
LOC,1801,AWio-uc7r-MUYPUzdF23,coffeenet-starter
CALLS,882,AWio-uc7r-MUYPUzdF23,coffeenet-starter
FANOUT/CALLS,0.23,AWio-uc7r-MUYPUzdF23,coffeenet-starter
CYCLO,295,AWio-uc7r-MUYPUzdF23,coffeenet-starter
FANOUT,211,AWio-uc7r-MUYPUzdF23,coffeenet-starter
AHH,0,AWwuYHgf6j6VOKxtzNUG,computer-database
NOC/NOP,2.63,AWwuYHgf6j6VOKxtzNUG,computer-database
NOP,33,AWwuYHgf6j6VOKxtzNUG,computer-database
NOM/NOC,6.24,AWwuYHgf6j6VOKxtzNUG,computer-database
NOC,87,AWwuYHgf6j6VOKxtzNUG,computer-database
LOC/NOM,4.04,AWwuYHgf6j6VOKxtzNUG,computer-database
NOM,543,AWwuYHgf6j6VOKxtzNUG,computer-database
CALLS/NOM,1.48,AWwuYHgf6j6VOKxtzNUG,computer-database
CYCLO/LOC,0.28,AWwuYHgf6j6VOKxtzNUG,computer-database
LOC,2194,AWwuYHgf6j6VOKxtzNUG,computer-database
CALLS,809,AWwuYHgf6j6VOKxtzNUG,computer-database
FANOUT/CALLS,0.4,AWwuYHgf6j6VOKxtzNUG,computer-database
CYCLO,621,AWwuYHgf6j6VOKxtzNUG,computer-database
FANOUT,330,AWwuYHgf6j6VOKxtzNUG,computer-database
AHH,0,AWvQQxgusqgB1tQd1Qrx,computer-database
NOC/NOP,2.63,AWvQQxgusqgB1tQd1Qrx,computer-database
NOP,33,AWvQQxgusqgB1tQd1Qrx,computer-database
NOM/NOC,6.24,AWvQQxgusqgB1tQd1Qrx,computer-database
NOC,87,AWvQQxgusqgB1tQd1Qrx,computer-database
LOC/NOM,4.04,AWvQQxgusqgB1tQd1Qrx,computer-database
NOM,543,AWvQQxgusqgB1tQd1Qrx,computer-database
CALLS/NOM,1.48,AWvQQxgusqgB1tQd1Qrx,computer-database
CYCLO/LOC,0.28,AWvQQxgusqgB1tQd1Qrx,computer-database
LOC,2194,AWvQQxgusqgB1tQd1Qrx,computer-database
CALLS,809,AWvQQxgusqgB1tQd1Qrx,computer-database
FANOUT/CALLS,0.4,AWvQQxgusqgB1tQd1Qrx,computer-database
CYCLO,621,AWvQQxgusqgB1tQd1Qrx,computer-database
FANOUT,330,AWvQQxgusqgB1tQd1Qrx,computer-database
AHH,0,AW2A3k1UTOk9abGzaRNT,computer-database
NOC/NOP,2.63,AW2A3k1UTOk9abGzaRNT,computer-database
NOP,33,AW2A3k1UTOk9abGzaRNT,computer-database
NOM/NOC,6.24,AW2A3k1UTOk9abGzaRNT,computer-database
NOC,87,AW2A3k1UTOk9abGzaRNT,computer-database
LOC/NOM,4.04,AW2A3k1UTOk9abGzaRNT,computer-database
NOM,543,AW2A3k1UTOk9abGzaRNT,computer-database
CALLS/NOM,1.48,AW2A3k1UTOk9abGzaRNT,computer-database
CYCLO/LOC,0.28,AW2A3k1UTOk9abGzaRNT,computer-database
LOC,2194,AW2A3k1UTOk9abGzaRNT,computer-database
CALLS,809,AW2A3k1UTOk9abGzaRNT,computer-database
FANOUT/CALLS,0.4,AW2A3k1UTOk9abGzaRNT,computer-database
CYCLO,621,AW2A3k1UTOk9abGzaRNT,computer-database
