metric,value,key,project
NOC,285,AWEuKV_xikuHJGLsuDJg,notifier
LOC/NOM,5.22,AWEuKV_xikuHJGLsuDJg,notifier
NOM,1380,AWEuKV_xikuHJGLsuDJg,notifier
CALLS/NOM,1.89,AWEuKV_xikuHJGLsuDJg,notifier
CYCLO/LOC,0.2,AWEuKV_xikuHJGLsuDJg,notifier
LOC,7205,AWEuKV_xikuHJGLsuDJg,notifier
CALLS,2615,AWEuKV_xikuHJGLsuDJg,notifier
FANOUT/CALLS,0.36,AWEuKV_xikuHJGLsuDJg,notifier
CYCLO,1477,AWEuKV_xikuHJGLsuDJg,notifier
FANOUT,946,AWEuKV_xikuHJGLsuDJg,notifier
AHH,0.15,AW2Gq7CZ2SwJwlVk4vLA,notifier
NOC/NOP,1.91,AW2Gq7CZ2SwJwlVk4vLA,notifier
NOP,173,AW2Gq7CZ2SwJwlVk4vLA,notifier
NOM/NOC,4.58,AW2Gq7CZ2SwJwlVk4vLA,notifier
NOC,332,AW2Gq7CZ2SwJwlVk4vLA,notifier
LOC/NOM,4.88,AW2Gq7CZ2SwJwlVk4vLA,notifier
NOM,1521,AW2Gq7CZ2SwJwlVk4vLA,notifier
CALLS/NOM,1.53,AW2Gq7CZ2SwJwlVk4vLA,notifier
CYCLO/LOC,0.21,AW2Gq7CZ2SwJwlVk4vLA,notifier
LOC,7436,AW2Gq7CZ2SwJwlVk4vLA,notifier
CALLS,2330,AW2Gq7CZ2SwJwlVk4vLA,notifier
FANOUT/CALLS,0.36,AW2Gq7CZ2SwJwlVk4vLA,notifier
CYCLO,1586,AW2Gq7CZ2SwJwlVk4vLA,notifier
FANOUT,846,AW2Gq7CZ2SwJwlVk4vLA,notifier
AHH,0.28,AWKXIVY11B6WA4TgwxWX,notifier
NOC/NOP,1.78,AWKXIVY11B6WA4TgwxWX,notifier
NOP,162,AWKXIVY11B6WA4TgwxWX,notifier
NOM/NOC,4.79,AWKXIVY11B6WA4TgwxWX,notifier
NOC,289,AWKXIVY11B6WA4TgwxWX,notifier
LOC/NOM,5.22,AWKXIVY11B6WA4TgwxWX,notifier
NOM,1386,AWKXIVY11B6WA4TgwxWX,notifier
CALLS/NOM,1.89,AWKXIVY11B6WA4TgwxWX,notifier
CYCLO/LOC,0.2,AWKXIVY11B6WA4TgwxWX,notifier
LOC,7240,AWKXIVY11B6WA4TgwxWX,notifier
CALLS,2624,AWKXIVY11B6WA4TgwxWX,notifier
FANOUT/CALLS,0.36,AWKXIVY11B6WA4TgwxWX,notifier
CYCLO,1483,AWKXIVY11B6WA4TgwxWX,notifier
FANOUT,949,AWKXIVY11B6WA4TgwxWX,notifier
AHH,0.28,AWKWHeso6Bghmkw-qanY,notifier
NOC/NOP,1.78,AWKWHeso6Bghmkw-qanY,notifier
NOP,162,AWKWHeso6Bghmkw-qanY,notifier
NOM/NOC,4.79,AWKWHeso6Bghmkw-qanY,notifier
NOC,289,AWKWHeso6Bghmkw-qanY,notifier
LOC/NOM,5.22,AWKWHeso6Bghmkw-qanY,notifier
NOM,1386,AWKWHeso6Bghmkw-qanY,notifier
CALLS/NOM,1.89,AWKWHeso6Bghmkw-qanY,notifier
CYCLO/LOC,0.2,AWKWHeso6Bghmkw-qanY,notifier
LOC,7240,AWKWHeso6Bghmkw-qanY,notifier
CALLS,2624,AWKWHeso6Bghmkw-qanY,notifier
FANOUT/CALLS,0.36,AWKWHeso6Bghmkw-qanY,notifier
CYCLO,1483,AWKWHeso6Bghmkw-qanY,notifier
FANOUT,949,AWKWHeso6Bghmkw-qanY,notifier
AHH,0.15,AW4ZN2hxAgxNxZQICfB7,notifier
NOC/NOP,1.91,AW4ZN2hxAgxNxZQICfB7,notifier
NOP,173,AW4ZN2hxAgxNxZQICfB7,notifier
NOM/NOC,4.58,AW4ZN2hxAgxNxZQICfB7,notifier
NOC,332,AW4ZN2hxAgxNxZQICfB7,notifier
LOC/NOM,4.89,AW4ZN2hxAgxNxZQICfB7,notifier
NOM,1521,AW4ZN2hxAgxNxZQICfB7,notifier
CALLS/NOM,1.53,AW4ZN2hxAgxNxZQICfB7,notifier
CYCLO/LOC,0.21,AW4ZN2hxAgxNxZQICfB7,notifier
LOC,7441,AW4ZN2hxAgxNxZQICfB7,notifier
CALLS,2331,AW4ZN2hxAgxNxZQICfB7,notifier
FANOUT/CALLS,0.36,AW4ZN2hxAgxNxZQICfB7,notifier
CYCLO,1586,AW4ZN2hxAgxNxZQICfB7,notifier
FANOUT,846,AW4ZN2hxAgxNxZQICfB7,notifier
AHH,0.28,AWL8lrt_mtQEh111_FnI,notifier
NOC/NOP,1.78,AWL8lrt_mtQEh111_FnI,notifier
NOP,162,AWL8lrt_mtQEh111_FnI,notifier
NOM/NOC,4.79,AWL8lrt_mtQEh111_FnI,notifier
NOC,289,AWL8lrt_mtQEh111_FnI,notifier
LOC/NOM,5.22,AWL8lrt_mtQEh111_FnI,notifier
NOM,1386,AWL8lrt_mtQEh111_FnI,notifier
CALLS/NOM,1.89,AWL8lrt_mtQEh111_FnI,notifier
CYCLO/LOC,0.2,AWL8lrt_mtQEh111_FnI,notifier
LOC,7240,AWL8lrt_mtQEh111_FnI,notifier
CALLS,2624,AWL8lrt_mtQEh111_FnI,notifier
FANOUT/CALLS,0.36,AWL8lrt_mtQEh111_FnI,notifier
CYCLO,1483,AWL8lrt_mtQEh111_FnI,notifier
FANOUT,949,AWL8lrt_mtQEh111_FnI,notifier
AHH,0.28,AWpGVtEcyRjJygCrSRq5,notifier
NOC/NOP,1.77,AWpGVtEcyRjJygCrSRq5,notifier
NOP,150,AWpGVtEcyRjJygCrSRq5,notifier
NOM/NOC,4.55,AWpGVtEcyRjJygCrSRq5,notifier
NOC,266,AWpGVtEcyRjJygCrSRq5,notifier
LOC/NOM,5.19,AWpGVtEcyRjJygCrSRq5,notifier
NOM,1211,AWpGVtEcyRjJygCrSRq5,notifier
CALLS/NOM,1.88,AWpGVtEcyRjJygCrSRq5,notifier
CYCLO/LOC,0.2,AWpGVtEcyRjJygCrSRq5,notifier
LOC,6290,AWpGVtEcyRjJygCrSRq5,notifier
CALLS,2286,AWpGVtEcyRjJygCrSRq5,notifier
FANOUT/CALLS,0.36,AWpGVtEcyRjJygCrSRq5,notifier
CYCLO,1292,AWpGVtEcyRjJygCrSRq5,notifier
FANOUT,838,AWpGVtEcyRjJygCrSRq5,notifier
AHH,0.28,AWKXW-kc1B6WA4Tgw5bK,notifier
NOC/NOP,1.78,AWKXW-kc1B6WA4Tgw5bK,notifier
NOP,162,AWKXW-kc1B6WA4Tgw5bK,notifier
NOM/NOC,4.79,AWKXW-kc1B6WA4Tgw5bK,notifier
NOC,289,AWKXW-kc1B6WA4Tgw5bK,notifier
LOC/NOM,5.22,AWKXW-kc1B6WA4Tgw5bK,notifier
NOM,1386,AWKXW-kc1B6WA4Tgw5bK,notifier
CALLS/NOM,1.89,AWKXW-kc1B6WA4Tgw5bK,notifier
CYCLO/LOC,0.2,AWKXW-kc1B6WA4Tgw5bK,notifier
LOC,7240,AWKXW-kc1B6WA4Tgw5bK,notifier
CALLS,2624,AWKXW-kc1B6WA4Tgw5bK,notifier
FANOUT/CALLS,0.36,AWKXW-kc1B6WA4Tgw5bK,notifier
CYCLO,1483,AWKXW-kc1B6WA4Tgw5bK,notifier
FANOUT,949,AWKXW-kc1B6WA4Tgw5bK,notifier
AHH,0.28,AWKH63yM6Bghmkw-cjyx,notifier
NOC/NOP,1.78,AWKH63yM6Bghmkw-cjyx,notifier
NOP,162,AWKH63yM6Bghmkw-cjyx,notifier
NOM/NOC,4.79,AWKH63yM6Bghmkw-cjyx,notifier
NOC,289,AWKH63yM6Bghmkw-cjyx,notifier
LOC/NOM,5.22,AWKH63yM6Bghmkw-cjyx,notifier
NOM,1386,AWKH63yM6Bghmkw-cjyx,notifier
CALLS/NOM,1.89,AWKH63yM6Bghmkw-cjyx,notifier
CYCLO/LOC,0.2,AWKH63yM6Bghmkw-cjyx,notifier
LOC,7240,AWKH63yM6Bghmkw-cjyx,notifier
CALLS,2624,AWKH63yM6Bghmkw-cjyx,notifier
FANOUT/CALLS,0.36,AWKH63yM6Bghmkw-cjyx,notifier
CYCLO,1483,AWKH63yM6Bghmkw-cjyx,notifier
FANOUT,949,AWKH63yM6Bghmkw-cjyx,notifier
AHH,0.15,AW0GBwwQnLmK9uqOjlnB,notifier
NOC/NOP,1.93,AW0GBwwQnLmK9uqOjlnB,notifier
NOP,172,AW0GBwwQnLmK9uqOjlnB,notifier
NOM/NOC,4.54,AW0GBwwQnLmK9uqOjlnB,notifier
NOC,332,AW0GBwwQnLmK9uqOjlnB,notifier
LOC/NOM,4.86,AW0GBwwQnLmK9uqOjlnB,notifier
NOM,1509,AW0GBwwQnLmK9uqOjlnB,notifier
CALLS/NOM,1.54,AW0GBwwQnLmK9uqOjlnB,notifier
CYCLO/LOC,0.21,AW0GBwwQnLmK9uqOjlnB,notifier
LOC,7346,AW0GBwwQnLmK9uqOjlnB,notifier
CALLS,2328,AW0GBwwQnLmK9uqOjlnB,notifier
FANOUT/CALLS,0.36,AW0GBwwQnLmK9uqOjlnB,notifier
CYCLO,1572,AW0GBwwQnLmK9uqOjlnB,notifier
FANOUT,856,AW0GBwwQnLmK9uqOjlnB,notifier
AHH,0.15,AW0F-CjebW38OQeau4_8,notifier
NOC/NOP,1.93,AW0F-CjebW38OQeau4_8,notifier
NOP,172,AW0F-CjebW38OQeau4_8,notifier
NOM/NOC,4.54,AW0F-CjebW38OQeau4_8,notifier
NOC,332,AW0F-CjebW38OQeau4_8,notifier
LOC/NOM,4.86,AW0F-CjebW38OQeau4_8,notifier
NOM,1509,AW0F-CjebW38OQeau4_8,notifier
CALLS/NOM,1.54,AW0F-CjebW38OQeau4_8,notifier
CYCLO/LOC,0.21,AW0F-CjebW38OQeau4_8,notifier
LOC,7346,AW0F-CjebW38OQeau4_8,notifier
CALLS,2328,AW0F-CjebW38OQeau4_8,notifier
FANOUT/CALLS,0.36,AW0F-CjebW38OQeau4_8,notifier
CYCLO,1572,AW0F-CjebW38OQeau4_8,notifier
FANOUT,856,AW0F-CjebW38OQeau4_8,notifier
AHH,0.28,AWKVFZ8W1B6WA4Tgths8,notifier
NOC/NOP,1.78,AWKVFZ8W1B6WA4Tgths8,notifier
NOP,162,AWKVFZ8W1B6WA4Tgths8,notifier
NOM/NOC,4.79,AWKVFZ8W1B6WA4Tgths8,notifier
NOC,289,AWKVFZ8W1B6WA4Tgths8,notifier
LOC/NOM,5.22,AWKVFZ8W1B6WA4Tgths8,notifier
NOM,1386,AWKVFZ8W1B6WA4Tgths8,notifier
CALLS/NOM,1.89,AWKVFZ8W1B6WA4Tgths8,notifier
CYCLO/LOC,0.2,AWKVFZ8W1B6WA4Tgths8,notifier
LOC,7240,AWKVFZ8W1B6WA4Tgths8,notifier
CALLS,2624,AWKVFZ8W1B6WA4Tgths8,notifier
FANOUT/CALLS,0.36,AWKVFZ8W1B6WA4Tgths8,notifier
CYCLO,1483,AWKVFZ8W1B6WA4Tgths8,notifier
FANOUT,949,AWKVFZ8W1B6WA4Tgths8,notifier
AHH,0.28,AWKbBqU66Bghmkw-uOPo,notifier
NOC/NOP,1.78,AWKbBqU66Bghmkw-uOPo,notifier
NOP,162,AWKbBqU66Bghmkw-uOPo,notifier
NOM/NOC,4.79,AWKbBqU66Bghmkw-uOPo,notifier
NOC,289,AWKbBqU66Bghmkw-uOPo,notifier
LOC/NOM,5.22,AWKbBqU66Bghmkw-uOPo,notifier
NOM,1386,AWKbBqU66Bghmkw-uOPo,notifier
CALLS/NOM,1.89,AWKbBqU66Bghmkw-uOPo,notifier
CYCLO/LOC,0.2,AWKbBqU66Bghmkw-uOPo,notifier
LOC,7240,AWKbBqU66Bghmkw-uOPo,notifier
CALLS,2624,AWKbBqU66Bghmkw-uOPo,notifier
FANOUT/CALLS,0.36,AWKbBqU66Bghmkw-uOPo,notifier
CYCLO,1483,AWKbBqU66Bghmkw-uOPo,notifier
FANOUT,949,AWKbBqU66Bghmkw-uOPo,notifier
AHH,0.28,AWKasM3b6Bghmkw-uDd8,notifier
NOC/NOP,1.78,AWKasM3b6Bghmkw-uDd8,notifier
NOP,162,AWKasM3b6Bghmkw-uDd8,notifier
NOM/NOC,4.79,AWKasM3b6Bghmkw-uDd8,notifier
NOC,289,AWKasM3b6Bghmkw-uDd8,notifier
LOC/NOM,5.22,AWKasM3b6Bghmkw-uDd8,notifier
NOM,1386,AWKasM3b6Bghmkw-uDd8,notifier
CALLS/NOM,1.89,AWKasM3b6Bghmkw-uDd8,notifier
CYCLO/LOC,0.2,AWKasM3b6Bghmkw-uDd8,notifier
LOC,7240,AWKasM3b6Bghmkw-uDd8,notifier
CALLS,2624,AWKasM3b6Bghmkw-uDd8,notifier
FANOUT/CALLS,0.36,AWKasM3b6Bghmkw-uDd8,notifier
CYCLO,1483,AWKasM3b6Bghmkw-uDd8,notifier
FANOUT,949,AWKasM3b6Bghmkw-uDd8,notifier
AHH,0.28,AWKVNmSD6Bghmkw-ptTd,notifier
NOC/NOP,1.78,AWKVNmSD6Bghmkw-ptTd,notifier
NOP,162,AWKVNmSD6Bghmkw-ptTd,notifier
NOM/NOC,4.79,AWKVNmSD6Bghmkw-ptTd,notifier
NOC,289,AWKVNmSD6Bghmkw-ptTd,notifier
LOC/NOM,5.22,AWKVNmSD6Bghmkw-ptTd,notifier
NOM,1386,AWKVNmSD6Bghmkw-ptTd,notifier
CALLS/NOM,1.89,AWKVNmSD6Bghmkw-ptTd,notifier
CYCLO/LOC,0.2,AWKVNmSD6Bghmkw-ptTd,notifier
LOC,7240,AWKVNmSD6Bghmkw-ptTd,notifier
CALLS,2624,AWKVNmSD6Bghmkw-ptTd,notifier
FANOUT/CALLS,0.36,AWKVNmSD6Bghmkw-ptTd,notifier
CYCLO,1483,AWKVNmSD6Bghmkw-ptTd,notifier
FANOUT,949,AWKVNmSD6Bghmkw-ptTd,notifier
AHH,0.28,AWKasc7p6Bghmkw-uDhr,notifier
NOC/NOP,1.78,AWKasc7p6Bghmkw-uDhr,notifier
NOP,162,AWKasc7p6Bghmkw-uDhr,notifier
NOM/NOC,4.79,AWKasc7p6Bghmkw-uDhr,notifier
NOC,289,AWKasc7p6Bghmkw-uDhr,notifier
LOC/NOM,5.22,AWKasc7p6Bghmkw-uDhr,notifier
NOM,1386,AWKasc7p6Bghmkw-uDhr,notifier
CALLS/NOM,1.89,AWKasc7p6Bghmkw-uDhr,notifier
CYCLO/LOC,0.2,AWKasc7p6Bghmkw-uDhr,notifier
LOC,7240,AWKasc7p6Bghmkw-uDhr,notifier
CALLS,2624,AWKasc7p6Bghmkw-uDhr,notifier
FANOUT/CALLS,0.36,AWKasc7p6Bghmkw-uDhr,notifier
CYCLO,1483,AWKasc7p6Bghmkw-uDhr,notifier
FANOUT,949,AWKasc7p6Bghmkw-uDhr,notifier
AHH,0.28,AWKWHIyL1B6WA4TguF45,notifier
NOC/NOP,1.78,AWKWHIyL1B6WA4TguF45,notifier
NOP,162,AWKWHIyL1B6WA4TguF45,notifier
NOM/NOC,4.79,AWKWHIyL1B6WA4TguF45,notifier
NOC,289,AWKWHIyL1B6WA4TguF45,notifier
LOC/NOM,5.22,AWKWHIyL1B6WA4TguF45,notifier
NOM,1386,AWKWHIyL1B6WA4TguF45,notifier
CALLS/NOM,1.89,AWKWHIyL1B6WA4TguF45,notifier
CYCLO/LOC,0.2,AWKWHIyL1B6WA4TguF45,notifier
LOC,7240,AWKWHIyL1B6WA4TguF45,notifier
CALLS,2624,AWKWHIyL1B6WA4TguF45,notifier
FANOUT/CALLS,0.36,AWKWHIyL1B6WA4TguF45,notifier
CYCLO,1483,AWKWHIyL1B6WA4TguF45,notifier
FANOUT,949,AWKWHIyL1B6WA4TguF45,notifier
AHH,0.28,AWKH6qGM6Bghmkw-cjvC,notifier
NOC/NOP,1.78,AWKH6qGM6Bghmkw-cjvC,notifier
NOP,162,AWKH6qGM6Bghmkw-cjvC,notifier
NOM/NOC,4.79,AWKH6qGM6Bghmkw-cjvC,notifier
NOC,289,AWKH6qGM6Bghmkw-cjvC,notifier
LOC/NOM,5.22,AWKH6qGM6Bghmkw-cjvC,notifier
NOM,1386,AWKH6qGM6Bghmkw-cjvC,notifier
CALLS/NOM,1.89,AWKH6qGM6Bghmkw-cjvC,notifier
CYCLO/LOC,0.2,AWKH6qGM6Bghmkw-cjvC,notifier
LOC,7240,AWKH6qGM6Bghmkw-cjvC,notifier
CALLS,2624,AWKH6qGM6Bghmkw-cjvC,notifier
FANOUT/CALLS,0.36,AWKH6qGM6Bghmkw-cjvC,notifier
CYCLO,1483,AWKH6qGM6Bghmkw-cjvC,notifier
FANOUT,949,AWKH6qGM6Bghmkw-cjvC,notifier
AHH,0.15,AWvWR8Uv7BGPHuO3wn8y,notifier
NOC/NOP,1.92,AWvWR8Uv7BGPHuO3wn8y,notifier
NOP,171,AWvWR8Uv7BGPHuO3wn8y,notifier
NOM/NOC,4.51,AWvWR8Uv7BGPHuO3wn8y,notifier
NOC,329,AWvWR8Uv7BGPHuO3wn8y,notifier
LOC/NOM,4.89,AWvWR8Uv7BGPHuO3wn8y,notifier
NOM,1484,AWvWR8Uv7BGPHuO3wn8y,notifier
CALLS/NOM,1.54,AWvWR8Uv7BGPHuO3wn8y,notifier
CYCLO/LOC,0.21,AWvWR8Uv7BGPHuO3wn8y,notifier
LOC,7266,AWvWR8Uv7BGPHuO3wn8y,notifier
CALLS,2292,AWvWR8Uv7BGPHuO3wn8y,notifier
FANOUT/CALLS,0.36,AWvWR8Uv7BGPHuO3wn8y,notifier
CYCLO,1552,AWvWR8Uv7BGPHuO3wn8y,notifier
FANOUT,839,AWvWR8Uv7BGPHuO3wn8y,notifier
AHH,0.28,AWKKWpRS6Bghmkw-d0zR,notifier
NOC/NOP,1.78,AWKKWpRS6Bghmkw-d0zR,notifier
NOP,162,AWKKWpRS6Bghmkw-d0zR,notifier
NOM/NOC,4.79,AWKKWpRS6Bghmkw-d0zR,notifier
NOC,289,AWKKWpRS6Bghmkw-d0zR,notifier
LOC/NOM,5.22,AWKKWpRS6Bghmkw-d0zR,notifier
NOM,1386,AWKKWpRS6Bghmkw-d0zR,notifier
CALLS/NOM,1.89,AWKKWpRS6Bghmkw-d0zR,notifier
CYCLO/LOC,0.2,AWKKWpRS6Bghmkw-d0zR,notifier
LOC,7240,AWKKWpRS6Bghmkw-d0zR,notifier
CALLS,2624,AWKKWpRS6Bghmkw-d0zR,notifier
FANOUT/CALLS,0.36,AWKKWpRS6Bghmkw-d0zR,notifier
CYCLO,1483,AWKKWpRS6Bghmkw-d0zR,notifier
FANOUT,949,AWKKWpRS6Bghmkw-d0zR,notifier
AHH,0.28,AWKXWxJb6Bghmkw-q7_G,notifier
NOC/NOP,1.78,AWKXWxJb6Bghmkw-q7_G,notifier
NOP,162,AWKXWxJb6Bghmkw-q7_G,notifier
NOM/NOC,4.79,AWKXWxJb6Bghmkw-q7_G,notifier
NOC,289,AWKXWxJb6Bghmkw-q7_G,notifier
LOC/NOM,5.22,AWKXWxJb6Bghmkw-q7_G,notifier
NOM,1386,AWKXWxJb6Bghmkw-q7_G,notifier
CALLS/NOM,1.89,AWKXWxJb6Bghmkw-q7_G,notifier
CYCLO/LOC,0.2,AWKXWxJb6Bghmkw-q7_G,notifier
LOC,7240,AWKXWxJb6Bghmkw-q7_G,notifier
CALLS,2624,AWKXWxJb6Bghmkw-q7_G,notifier
FANOUT/CALLS,0.36,AWKXWxJb6Bghmkw-q7_G,notifier
CYCLO,1483,AWKXWxJb6Bghmkw-q7_G,notifier
FANOUT,949,AWKXWxJb6Bghmkw-q7_G,notifier
AHH,0.28,AWGuMTTQgtr7QB4Tl4fk,notifier
NOC/NOP,1.78,AWGuMTTQgtr7QB4Tl4fk,notifier
NOP,162,AWGuMTTQgtr7QB4Tl4fk,notifier
NOM/NOC,4.78,AWGuMTTQgtr7QB4Tl4fk,notifier
NOC,289,AWGuMTTQgtr7QB4Tl4fk,notifier
LOC/NOM,5.22,AWGuMTTQgtr7QB4Tl4fk,notifier
NOM,1382,AWGuMTTQgtr7QB4Tl4fk,notifier
CALLS/NOM,1.89,AWGuMTTQgtr7QB4Tl4fk,notifier
CYCLO/LOC,0.2,AWGuMTTQgtr7QB4Tl4fk,notifier
LOC,7227,AWGuMTTQgtr7QB4Tl4fk,notifier
CALLS,2622,AWGuMTTQgtr7QB4Tl4fk,notifier
FANOUT/CALLS,0.36,AWGuMTTQgtr7QB4Tl4fk,notifier
CYCLO,1479,AWGuMTTQgtr7QB4Tl4fk,notifier
FANOUT,949,AWGuMTTQgtr7QB4Tl4fk,notifier
AHH,0.28,AWKHzyhw6Bghmkw-cbkw,notifier
NOC/NOP,1.78,AWKHzyhw6Bghmkw-cbkw,notifier
NOP,162,AWKHzyhw6Bghmkw-cbkw,notifier
NOM/NOC,4.79,AWKHzyhw6Bghmkw-cbkw,notifier
NOC,289,AWKHzyhw6Bghmkw-cbkw,notifier
LOC/NOM,5.22,AWKHzyhw6Bghmkw-cbkw,notifier
NOM,1386,AWKHzyhw6Bghmkw-cbkw,notifier
CALLS/NOM,1.89,AWKHzyhw6Bghmkw-cbkw,notifier
CYCLO/LOC,0.2,AWKHzyhw6Bghmkw-cbkw,notifier
LOC,7240,AWKHzyhw6Bghmkw-cbkw,notifier
CALLS,2624,AWKHzyhw6Bghmkw-cbkw,notifier
FANOUT/CALLS,0.36,AWKHzyhw6Bghmkw-cbkw,notifier
CYCLO,1483,AWKHzyhw6Bghmkw-cbkw,notifier
FANOUT,949,AWKHzyhw6Bghmkw-cbkw,notifier
AHH,0.28,AWKH1kEo6Bghmkw-cb1z,notifier
NOC/NOP,1.78,AWKH1kEo6Bghmkw-cb1z,notifier
NOP,162,AWKH1kEo6Bghmkw-cb1z,notifier
NOM/NOC,4.79,AWKH1kEo6Bghmkw-cb1z,notifier
NOC,289,AWKH1kEo6Bghmkw-cb1z,notifier
LOC/NOM,5.22,AWKH1kEo6Bghmkw-cb1z,notifier
NOM,1386,AWKH1kEo6Bghmkw-cb1z,notifier
CALLS/NOM,1.89,AWKH1kEo6Bghmkw-cb1z,notifier
CYCLO/LOC,0.2,AWKH1kEo6Bghmkw-cb1z,notifier
LOC,7240,AWKH1kEo6Bghmkw-cb1z,notifier
CALLS,2624,AWKH1kEo6Bghmkw-cb1z,notifier
FANOUT/CALLS,0.36,AWKH1kEo6Bghmkw-cb1z,notifier
CYCLO,1483,AWKH1kEo6Bghmkw-cb1z,notifier
FANOUT,949,AWKH1kEo6Bghmkw-cb1z,notifier
AHH,0.28,AWKHRC5g6Bghmkw-b_Js,notifier
NOC/NOP,1.78,AWKHRC5g6Bghmkw-b_Js,notifier
NOP,162,AWKHRC5g6Bghmkw-b_Js,notifier
NOM/NOC,4.79,AWKHRC5g6Bghmkw-b_Js,notifier
NOC,289,AWKHRC5g6Bghmkw-b_Js,notifier
LOC/NOM,5.22,AWKHRC5g6Bghmkw-b_Js,notifier
NOM,1386,AWKHRC5g6Bghmkw-b_Js,notifier
CALLS/NOM,1.89,AWKHRC5g6Bghmkw-b_Js,notifier
CYCLO/LOC,0.2,AWKHRC5g6Bghmkw-b_Js,notifier
LOC,7240,AWKHRC5g6Bghmkw-b_Js,notifier
CALLS,2624,AWKHRC5g6Bghmkw-b_Js,notifier
FANOUT/CALLS,0.36,AWKHRC5g6Bghmkw-b_Js,notifier
CYCLO,1483,AWKHRC5g6Bghmkw-b_Js,notifier
FANOUT,949,AWKHRC5g6Bghmkw-b_Js,notifier
AHH,0.28,AWKVFOSy1B6WA4Tgthm5,notifier
NOC/NOP,1.78,AWKVFOSy1B6WA4Tgthm5,notifier
NOP,162,AWKVFOSy1B6WA4Tgthm5,notifier
NOM/NOC,4.79,AWKVFOSy1B6WA4Tgthm5,notifier
NOC,289,AWKVFOSy1B6WA4Tgthm5,notifier
LOC/NOM,5.22,AWKVFOSy1B6WA4Tgthm5,notifier
NOM,1386,AWKVFOSy1B6WA4Tgthm5,notifier
CALLS/NOM,1.89,AWKVFOSy1B6WA4Tgthm5,notifier
CYCLO/LOC,0.2,AWKVFOSy1B6WA4Tgthm5,notifier
LOC,7240,AWKVFOSy1B6WA4Tgthm5,notifier
CALLS,2624,AWKVFOSy1B6WA4Tgthm5,notifier
FANOUT/CALLS,0.36,AWKVFOSy1B6WA4Tgthm5,notifier
CYCLO,1483,AWKVFOSy1B6WA4Tgthm5,notifier
FANOUT,949,AWKVFOSy1B6WA4Tgthm5,notifier
AHH,0.28,AWEuMJ46CpJpLHgaWYER,notifier
NOC/NOP,1.78,AWEuMJ46CpJpLHgaWYER,notifier
NOP,160,AWEuMJ46CpJpLHgaWYER,notifier
NOM/NOC,4.84,AWEuMJ46CpJpLHgaWYER,notifier
NOC,285,AWEuMJ46CpJpLHgaWYER,notifier
LOC/NOM,5.22,AWEuMJ46CpJpLHgaWYER,notifier
NOM,1380,AWEuMJ46CpJpLHgaWYER,notifier
CALLS/NOM,1.89,AWEuMJ46CpJpLHgaWYER,notifier
CYCLO/LOC,0.2,AWEuMJ46CpJpLHgaWYER,notifier
LOC,7205,AWEuMJ46CpJpLHgaWYER,notifier
CALLS,2615,AWEuMJ46CpJpLHgaWYER,notifier
FANOUT/CALLS,0.36,AWEuMJ46CpJpLHgaWYER,notifier
CYCLO,1477,AWEuMJ46CpJpLHgaWYER,notifier
FANOUT,946,AWEuMJ46CpJpLHgaWYER,notifier
AHH,0.28,AWKGwl496Bghmkw-bqWC,notifier
NOC/NOP,1.78,AWKGwl496Bghmkw-bqWC,notifier
NOP,162,AWKGwl496Bghmkw-bqWC,notifier
NOM/NOC,4.79,AWKGwl496Bghmkw-bqWC,notifier
NOC,289,AWKGwl496Bghmkw-bqWC,notifier
LOC/NOM,5.22,AWKGwl496Bghmkw-bqWC,notifier
NOM,1386,AWKGwl496Bghmkw-bqWC,notifier
CALLS/NOM,1.89,AWKGwl496Bghmkw-bqWC,notifier
CYCLO/LOC,0.2,AWKGwl496Bghmkw-bqWC,notifier
LOC,7240,AWKGwl496Bghmkw-bqWC,notifier
CALLS,2624,AWKGwl496Bghmkw-bqWC,notifier
FANOUT/CALLS,0.36,AWKGwl496Bghmkw-bqWC,notifier
CYCLO,1483,AWKGwl496Bghmkw-bqWC,notifier
FANOUT,949,AWKGwl496Bghmkw-bqWC,notifier
AHH,0.28,AWEJeyGxCpJpLHgaLFwL,notifier
NOC/NOP,1.75,AWEJeyGxCpJpLHgaLFwL,notifier
NOP,162,AWEJeyGxCpJpLHgaLFwL,notifier
NOM/NOC,4.83,AWEJeyGxCpJpLHgaLFwL,notifier
NOC,285,AWEJeyGxCpJpLHgaLFwL,notifier
LOC/NOM,5.28,AWEJeyGxCpJpLHgaLFwL,notifier
NOM,1377,AWEJeyGxCpJpLHgaLFwL,notifier
CALLS/NOM,1.91,AWEJeyGxCpJpLHgaLFwL,notifier
CYCLO/LOC,0.2,AWEJeyGxCpJpLHgaLFwL,notifier
LOC,7271,AWEJeyGxCpJpLHgaLFwL,notifier
CALLS,2634,AWEJeyGxCpJpLHgaLFwL,notifier
FANOUT/CALLS,0.36,AWEJeyGxCpJpLHgaLFwL,notifier
CYCLO,1490,AWEJeyGxCpJpLHgaLFwL,notifier
FANOUT,969,AWEJeyGxCpJpLHgaLFwL,notifier
AHH,0.15,AW4nKsL_Y7VrNydCA15O,notifier
NOC/NOP,1.91,AW4nKsL_Y7VrNydCA15O,notifier
NOP,173,AW4nKsL_Y7VrNydCA15O,notifier
NOM/NOC,4.58,AW4nKsL_Y7VrNydCA15O,notifier
NOC,332,AW4nKsL_Y7VrNydCA15O,notifier
